Timestamp (seconds),Temperature [Celsius],Temperature [Raw Reading]
0.203,15.36696932661443,45.36696932661443
0.404,15.367286662863137,45.36728666286314
0.607,15.36696932661443,45.36696932661443
0.808,15.367762667296759,45.36776266729676
1.01,15.369032012808184,45.369032012808184
1.211,15.366651990398012,45.36665199039801
1.413,15.365223977823604,45.365223977823604
1.615,15.367762667296759,45.36776266729676
1.817,15.36839733998788,45.36839733998788
2.018,15.366017318062035,45.366017318062035
2.22,15.36998402228074,45.36998402228074
2.422,15.366017318062035,45.366017318062035
2.624,15.365858649998195,45.365858649998195
2.826,15.365223977823604,45.365223977823604
3.027,15.367286662863137,45.36728666286314
3.229,15.366810658502175,45.366810658502175
3.432,15.366334654213844,45.366334654213844
3.634,15.364906641784764,45.36490664178476
3.835,15.365858649998195,45.365858649998195
4.036,15.366810658502175,45.366810658502175
4.239,15.365858649998195,45.365858649998195
4.44,15.36696932661443,45.36696932661443
4.641,15.366334654213844,45.366334654213844
4.844,15.364906641784764,45.36490664178476
5.045,15.366493322301928,45.36649332230193
5.246,15.364747973777462,45.36474797377746
5.448,15.363795965903023,45.36379596590302
5.65,15.366334654213844,45.366334654213844
5.852,15.364589305778196,45.364589305778196
6.053,15.365699981942434,45.365699981942434
6.255,15.367603999144137,45.36760399914414
6.456,15.36554131389478,45.36554131389478
6.658,15.366175986133904,45.366175986133904
6.859,15.365699981942434,45.365699981942434
7.061,15.366493322301928,45.36649332230193
7.263,15.364747973777462,45.36474797377746
7.464,15.36554131389478,45.36554131389478
7.666,15.364271969803923,45.36427196980392
7.869,15.364906641784764,45.36490664178476
8.071,15.364430637787045,45.364430637787045
8.272,15.363002626229672,45.36300262622967
8.473,15.363319962074769,45.36331996207477
8.676,15.363795965903023,45.36379596590302
8.877,15.36395463386193,45.36395463386193
9.079,15.364747973777462,45.36474797377746
9.28,15.362209286758038,45.36220928675804
9.482,15.364113301828908,45.36411330182891
9.683,15.364906641784764,45.36490664178476
9.887,15.362526622522495,45.362526622522495
10.089,15.365065309800165,45.365065309800165
10.294,15.363161294148185,45.363161294148185
10.495,15.364271969803923,45.36427196980392
10.698,15.362526622522495,45.362526622522495
10.9,15.362843958319154,45.362843958319154
11.102,15.360939944023215,45.360939944023215
11.304,15.363795965903023,45.36379596590302
11.505,15.36395463386193,45.36395463386193
11.707,15.362843958319154,45.362843958319154
11.908,15.363319962074769,45.36331996207477
12.11,15.363478630009496,45.363478630009496
12.312,15.364113301828908,45.36411330182891
12.514,15.361574615326049,45.36157461532605
12.715,15.362685290416785,45.362685290416785
12.917,15.363161294148185,45.363161294148185
13.119,15.361891951025896,45.361891951025896
13.32,15.362526622522495,45.362526622522495
13.522,15.359353266331084,45.359353266331084
13.724,15.363161294148185,45.363161294148185
13.926,15.362367954636227,45.36236795463623
14.131,15.361891951025896,45.361891951025896
14.332,15.361415947488219,45.36141594748822
14.534,15.362367954636227,45.36236795463623
14.736,15.360622608420222,45.36062260842022
14.937,15.365065309800165,45.365065309800165
15.139,15.363319962074769,45.36331996207477
15.341,15.363002626229672,45.36300262622967
15.542,15.362209286758038,45.36220928675804
15.743,15.36109861183683,45.36109861183683
15.946,15.361574615326049,45.36157461532605
16.147,15.361733283171958,45.36173328317196
16.349,15.364271969803923,45.36427196980392
16.551,15.361733283171958,45.36173328317196
16.752,15.359194598606244,45.359194598606244
16.954,15.360463940630815,45.360463940630815
17.155,15.363161294148185,45.363161294148185
17.368,15.362209286758038,45.36220928675804
17.57,15.361733283171958,45.36173328317196
17.773,15.360463940630815,45.360463940630815
17.977,15.360146605076253,45.36014660507625
18.179,15.35792525709828,45.35792525709828
18.38,15.361257279658489,45.36125727965849
18.582,15.359987937311097,45.3599879373111
18.783,15.361733283171958,45.36173328317196
18.986,15.359035930889519,45.35903593088952
19.188,15.359987937311097,45.3599879373111
19.39,15.360939944023215,45.360939944023215
19.59,15.361415947488219,45.36141594748822
19.792,15.361733283171958,45.36173328317196
19.995,15.359035930889519,45.35903593088952
20.198,15.35824259242684,45.35824259242684
20.4,15.358718595480248,45.35871859548025
20.601,15.35824259242684,45.35824259242684
20.803,15.35824259242684,45.35824259242684
21.004,15.359353266331084,45.359353266331084
21.206,15.359511934063988,45.35951193406399
21.411,15.360305272849487,45.36030527284949
21.612,15.359511934063988,45.35951193406399
21.815,15.35792525709828,45.35792525709828
22.016,15.358559927787688,45.35855992778769
22.218,15.360146605076253,45.36014660507625
22.419,15.357766589446094,45.35776658944609
22.621,15.358401260103214,45.358401260103214
22.822,15.360305272849487,45.36030527284949
23.026,15.358718595480248,45.35871859548025
23.228,15.35824259242684,45.35824259242684
23.433,15.360305272849487,45.36030527284949
23.634,15.355862578249521,45.35586257824952
23.836,15.356973251306307,45.35697325130631
24.038,15.359035930889519,45.35903593088952
24.239,15.35744925416595,45.35744925416595
24.441,15.358401260103214,45.358401260103214
24.642,15.357766589446094,45.35776658944609
24.844,15.357131918918107,45.35713191891811
25.045,15.35459323809755,45.35459323809755
25.247,15.35887726318083,45.35887726318083
25.449,15.35887726318083,45.35887726318083
25.651,15.354910573087082,45.35491057308708
25.852,15.356497248519254,45.356497248519254
26.054,15.35744925416595,45.35744925416595
26.255,15.357607921802,45.357607921802
26.457,15.356021245804854,45.356021245804854
26.658,15.357607921802,45.357607921802
26.86,15.355069240593991,45.35506924059399
27.061,15.35744925416595,45.35744925416595
27.263,15.357131918918107,45.35713191891811
27.465,15.35744925416595,45.35744925416595
27.667,15.354117235673726,45.354117235673726
27.868,15.355862578249521,45.35586257824952
