Timestamp (seconds),Torque [Pound-inches],Torque [Raw Reading]
0.01,-0.15489686274399794,0.00018726962610000002
0.01,1.1681055994880012,0.00021806577280000003
0.01,0.9858036237200007,0.0002138222445
0.01,0.6429785449040004,0.0002058421449
0.01,0.656173979552003,0.00020614930120000003
0.01,2.3772173684960016,0.00024621083260000003
0.01,1.8127602320000022,0.00023307170000000003
0.01,4.288889949248004,0.00029070972880000006
0.01,0.4939854332960021,0.00020237396260000003
0.01,2.368762041440002,0.000246014014
0.01,-1.2783023620479987,0.00016111959120000002
0.02,0.6315766644800007,0.00020557673800000002
0.02,-0.42559543955199786,0.00018096844880000003
0.021,1.6076544953840024,0.00022829735790000003
0.021,3.5390561726000023,0.00027325549750000004
0.021,-1.035916319775998,0.00016676172440000003
0.021,2.038491842192002,0.00023832616020000002
0.031,-0.09301924201599832,0.00018870998040000002
0.031,2.0912735807840015,0.00023955478540000003
0.031,1.3365715855280023,0.00022198723430000002
0.031,-0.9329150629119987,0.0001691593328
0.031,-2.4265613984559984,0.00013439102890000002
0.031,1.410619752776002,0.00022371088810000002
0.031,1.1283911845280024,0.00021714132180000002
0.031,2.4410166544640006,0.0002476959184
0.031,0.3018189092960011,0.00019790081260000002
0.031,0.1669180094480005,0.00019476066130000002
0.031,2.550551573144002,0.0002502456139
0.031,0.11669849117600073,0.00019359167810000002
0.031,1.587284843840001,0.00022782320400000002
0.031,-0.03178217636799907,0.00019013542420000002
0.031,-0.8490023474319992,0.0001711126083
0.031,1.7847039194960015,0.00023241862010000002
0.042,2.102675461208001,0.00023982019230000002
0.042,1.1701553757440024,0.00021811348640000003
0.042,0.24340028600000174,0.00019654097500000002
0.042,0.8617921602320013,0.00021093557170000002
0.042,2.0433600608000013,0.00023843948000000002
0.042,4.0693076678240026,0.00028559840940000004
0.042,1.0162940455280012,0.00021453198430000002
0.042,0.4743844478480028,0.00020191770130000003
0.042,1.1720770409840018,0.00021815821790000003
0.042,0.15730968324800187,0.00019453700380000003
0.042,1.0880362144880014,0.0002162019603
0.042,0.8070887564000024,0.00020966221500000003
0.042,2.475862850816002,0.0002485070496
0.042,0.17678255768000106,0.000194990283
0.042,2.5688714484320023,0.0002506720542
0.042,0.742520804336003,0.00020815923660000003
0.042,0.6709067463920029,0.00020649224270000003
0.042,0.681283738688002,0.00020673379280000003
0.042,-0.10416490040799786,0.00018845053770000003
