Timestamp (seconds),Torque [Raw Reading],Torque [Absolute Value]
0.009,3.646052255,3.646052255
0.009,3.63666116,3.63666116
0.01,3.6418784350000006,3.6418784350000006
0.01,3.63248734,3.63248734
0.01,3.6385990050000006,3.6385990050000006
0.01,3.70224976,3.70224976
0.01,3.66915733,3.66915733
0.01,3.653803635,3.653803635
0.011,3.6421765650000006,3.6421765650000006
0.025,3.6409840450000006,3.6409840450000006
0.025,3.6956909000000007,3.6956909000000007
0.025,3.618624295,3.618624295
0.026,3.6281644550000003,3.6281644550000003
0.026,3.6202640100000005,3.6202640100000005
0.026,3.6453069300000003,3.6453069300000003
0.026,3.647542905,3.647542905
0.026,3.63487238,3.63487238
0.027,3.6025252750000005,3.6025252750000005
0.027,3.70046098,3.70046098
0.027,3.6596171700000006,3.6596171700000006
0.027,3.6906226900000005,3.6906226900000005
0.027,3.648139165,3.648139165
0.041,3.6779521650000007,3.6779521650000007
0.041,3.690771755,3.690771755
0.042,3.66468538,3.66468538
0.042,3.6657288350000004,3.6657288350000004
0.043,3.6391952650000006,3.6391952650000006
0.043,3.6967343550000002,3.6967343550000002
0.043,3.624586895,3.624586895
0.043,3.7098520750000006,3.7098520750000006
0.043,3.649033555,3.649033555
0.043,3.6722876950000005,3.6722876950000005
0.044,3.6840638300000004,3.6840638300000004
0.044,3.647841035,3.647841035
0.044,3.6284625850000003,3.6284625850000003
0.044,3.70016285,3.70016285
0.045,3.692858665,3.692858665
0.045,3.6439653450000007,3.6439653450000007
0.045,3.6497788800000004,3.6497788800000004
0.045,3.6590209100000006,3.6590209100000006
0.045,3.6696045250000005,3.6696045250000005
0.045,3.6684120050000004,3.6684120050000004
0.045,3.693454925,3.693454925
0.045,3.580761785,3.580761785
0.046,3.612661695,3.612661695
0.046,3.6317420150000004,3.6317420150000004
0.046,3.6122145000000003,3.6122145000000003
0.046,3.6353195750000005,3.6353195750000005
0.046,3.6976287450000003,3.6976287450000003
0.057,3.6840638300000004,3.6840638300000004
0.057,3.63189108,3.63189108
0.057,3.615941125,3.615941125
0.057,3.7477145850000007,3.7477145850000007
0.058,3.6746727350000006,3.6746727350000006
0.058,3.6608096900000007,3.6608096900000007
0.058,3.659468105,3.659468105
0.058,3.70523106,3.70523106
0.058,3.6302513650000003,3.6302513650000003
0.058,3.7080632950000005,3.7080632950000005
0.058,3.6959890300000007,3.6959890300000007
0.058,3.67541806,3.67541806
0.058,3.653803635,3.653803635
0.058,3.752484665,3.752484665
0.059,3.7372800350000004,3.7372800350000004
0.059,3.614748605,3.614748605
0.059,3.716112805,3.716112805
0.059,3.73951601,3.73951601
0.059,3.6409840450000006,3.6409840450000006
0.059,3.6870451300000004,3.6870451300000004
0.059,3.7517393400000003,3.7517393400000003
0.059,3.649927945,3.649927945
0.059,3.6840638300000004,3.6840638300000004
0.06,3.73832349,3.73832349
0.06,3.6828713100000003,3.6828713100000003
0.06,3.649331685,3.649331685
0.06,3.77231031,3.77231031
0.06,3.63994059,3.63994059
0.06,3.70672171,3.70672171
0.06,3.7904962400000004,3.7904962400000004
0.06,3.73325528,3.73325528
0.073,3.67034985,3.67034985
0.073,3.8463956150000005,3.8463956150000005
0.073,3.765304255,3.765304255
0.073,3.6944983800000006,3.6944983800000006
0.073,3.7760369350000005,3.7760369350000005
0.074,3.761726695,3.761726695
0.074,3.6944983800000006,3.6944983800000006
0.074,3.85012224,3.85012224
0.074,3.7480127150000007,3.7480127150000007
0.074,3.6403877850000006,3.6403877850000006
0.074,3.7654533200000007,3.7654533200000007
0.075,3.7976513600000006,3.7976513600000006
0.075,3.71089553,3.71089553
0.075,3.74249731,3.74249731
0.075,3.81822233,3.81822233
0.075,3.7784219750000005,3.7784219750000005
0.075,3.785577095,3.785577095
0.075,3.80510461,3.80510461
0.076,3.720882885,3.720882885
0.076,3.7781238450000005,3.7781238450000005
0.076,3.756658485,3.756658485
0.076,3.7252057700000005,3.7252057700000005
0.089,3.84922785,3.84922785
0.089,3.8103218850000005,3.8103218850000005
0.09,3.759341655,3.759341655
0.09,3.8560848400000003,3.8560848400000003
0.09,3.7697762050000003,3.7697762050000003
0.09,3.7390688150000004,3.7390688150000004
0.09,3.8220980200000003,3.8220980200000003
0.091,3.7802107550000006,3.7802107550000006
0.091,3.76754023,3.76754023
0.091,3.827315295,3.827315295
0.091,3.8447559,3.8447559
0.091,3.7685836850000003,3.7685836850000003
0.092,3.829104075,3.829104075
0.092,3.7754406750000005,3.7754406750000005
0.092,3.8247811900000004,3.8247811900000004
0.092,3.858022685,3.858022685
0.092,3.78035982,3.78035982
0.093,3.7937756700000005,3.7937756700000005
0.093,3.8013779850000002,3.8013779850000002
0.093,3.797800425,3.797800425
0.093,3.81464477,3.81464477
0.093,3.8040611550000003,3.8040611550000003
0.094,3.8581717500000003,3.8581717500000003
0.094,3.799887335,3.799887335
0.094,3.7657514500000007,3.7657514500000007
0.105,3.7961607100000005,3.7961607100000005
0.105,3.800483595,3.800483595
0.106,3.85310354,3.85310354
0.106,3.8544451250000007,3.8544451250000007
0.106,3.8292531400000005,3.8292531400000005
0.107,3.8544451250000007,3.8544451250000007
0.107,3.868457235,3.868457235
0.107,3.863985285,3.863985285
0.107,3.935536485,3.935536485
0.108,3.8718857300000007,3.8718857300000007
0.108,3.892605765,3.892605765
0.108,3.8860469050000006,3.8860469050000006
0.108,3.821352695,3.821352695
0.108,3.891115115,3.891115115
0.109,3.8668175200000006,3.8668175200000006
0.109,3.8695006900000006,3.8695006900000006
0.109,3.88261841,3.88261841
0.109,3.87397264,3.87397264
0.11,3.8900716600000003,3.8900716600000003
0.11,3.8902207250000007,3.8902207250000007
0.11,3.9303192100000004,3.9303192100000004
0.11,3.87546329,3.87546329
0.11,3.9510392450000005,3.9510392450000005
0.111,3.8572773600000003,3.8572773600000003
0.111,3.91362393,3.91362393
0.111,3.9350892900000005,3.9350892900000005
0.111,3.91451832,3.91451832
0.111,3.88172402,3.88172402
