Timestamp,Depth [cm],Force [Newtons],Force [Raw Reading]
0.01,0.0005773672055427252,9.643618595840003,0.00031862230400000005
0.01,0.0011547344110854503,3.0816370511360027,0.00025094510160000004
0.01,0.0017321016166281756,9.212244060032003,0.0003141733092
0.01,0.0023094688221709007,-5.499015411136,0.0001624482734
0.01,0.002886836027713626,2.456548749248004,0.00024449823380000003
0.01,0.003464203233256351,-2.8532323165120026,0.0001897356403
0.01,0.0040415704387990765,-3.569684125983997,0.00018234649210000002
0.01,0.004618937644341801,3.456053957216003,0.00025480666210000004
0.01,0.005196304849884526,-3.434373614752001,0.0001837420213
0.01,0.005773672055427252,1.2436692735680026,0.00023198916330000003
0.01,0.006351039260969977,6.061648673504003,0.0002816795449
0.01,0.006928406466512702,2.8115942787200012,0.000248160007
0.01,0.007505773672055427,-0.6873967617279959,0.00021207305320000003
0.01,0.008083140877598153,3.1897698101120007,0.0002520603322
0.01,0.008660508083140877,6.5219357117120005,0.0002864267297
0.01,0.009237875288683603,1.7932959441920033,0.00023765775520000003
0.01,0.009815242494226328,0.05073942454400182,0.00021968584390000002
0.01,0.010392609699769052,-0.4037651131839972,0.00021499829710000003
0.01,0.010969976905311778,0.45898395843200035,0.00022389628670000002
0.01,0.011547344110854504,6.352219322624006,0.00028467635440000005
0.01,0.01212471131639723,2.200673103008004,0.00024185925230000004
0.01,0.012702078521939953,-2.040212749023997,0.00019812074310000002
0.01,0.013279445727482679,0.8414963651840033,0.00022784134040000002
0.01,0.013856812933025405,-6.207949969983998,0.00015513665460000002
0.01,0.014434180138568129,3.424828454624002,0.0002544846169
0.01,0.015011547344110854,5.463738123872002,0.0002755129757
0.01,0.01558891454965358,1.2216957717440025,0.00023176253890000003
0.01,0.016166281755196306,0.22421443894400284,0.00022147498390000003
0.01,0.01674364896073903,6.863103240032004,0.00028994537170000005
0.01,0.017321016166281754,1.7314231890559988,0.0002370196286
0.01,0.01789838337182448,4.2471000228800015,0.0002629651405
0.01,0.018475750577367205,4.127691387968003,0.0002617336158
0.01,0.01905311778290993,0.7356766064000055,0.00022674996500000004
0.01,0.019630484988452657,-1.2043523046400004,0.000206741416
0.01,0.02020785219399538,7.787725066784002,0.0002994814879
0.01,0.020785219399538105,1.6984629363199986,0.000236679692
0.01,0.021362586605080832,-0.8926755287679953,0.00020995590420000003
0.02,0.021939953810623556,5.937035788160003,0.000280394346
0.02,0.022517321016166283,1.7797070680640026,0.0002375176059
0.02,0.023094688221709007,2.3067819868160058,0.00024295360960000005
0.02,0.02367205542725173,3.738818230688004,0.00025772296030000005
0.02,0.02424942263279446,5.588640134240006,0.00027680115650000005
0.02,0.024826789838337183,1.4582000413759992,0.0002342017331
0.02,0.025404157043879907,-3.681575510272001,0.0001811924968
0.02,0.025981524249422634,4.095887635328005,0.00026140560680000004
0.02,0.026558891454965358,3.229090813376004,0.0002524658706
0.02,0.027136258660508082,4.257219398720004,0.00026306950700000003
0.02,0.02771362586605081,0.3401535735680028,0.00022267072580000002
0.02,0.028290993071593534,-2.027491247968001,0.0001982519467
0.02,0.028868360277136258,-0.6263913816639999,0.00021270223410000002
0.02,0.029445727482678985,2.336561864288001,0.00024326074530000002
0.02,0.03002309468822171,11.996228916128004,0.00034288602430000004
0.02,0.030600461893764433,-2.634364673343999,0.0001919929386
0.02,0.03117782909930716,-0.44279699142399664,0.00021459574060000004
0.02,0.03175519630484989,5.387119992512005,0.00027472277220000005
0.02,0.03233256351039261,-1.6270530897279976,0.00020238187820000004
0.02,0.032909930715935336,-5.467789908543997,0.00016277031860000002
0.02,0.03348729792147806,4.5746786750720005,0.0002663436332
0.02,0.034064665127020784,-5.327275146879996,0.00016421952200000004
0.02,0.03464203233256351,-3.683021135392,0.0001811775873
0.02,0.03521939953810624,-4.882600859968001,0.0001688056842
0.03,0.03579676674364896,9.097461425504004,0.00031298949490000006
0.03,0.036374133949191687,-2.7378714319359965,0.00019092541840000002
0.03,0.03695150115473441,-0.8206833977919992,0.00021069839730000002
0.03,0.037528868360277134,-4.346563065471997,0.00017433412680000003
0.03,0.03810623556581986,2.6303128886720017,0.00024629035570000003
0.03,0.03868360277136259,2.858143407584002,0.00024864009290000003
0.03,0.03926096997690531,-2.742208307296,0.00019088068990000002
0.03,0.03983833718244804,3.691690851776002,0.0002572369106
0.04,0.04041570438799076,5.1072469692800055,0.00027183629300000004
0.04,0.040993071593533485,10.460685913664005,0.00032704915340000005
0.04,0.04157043879907621,3.5939665936640033,0.00025622902840000003
0.04,0.04214780600461894,7.069249382144005,0.00029207146640000003
0.04,0.042725173210161664,-1.5203659558719984,0.0002034821993
0.04,0.04330254041570439,5.140785472064007,0.00027218219340000005
0.04,0.04387990762124711,-1.323182689503998,0.0002055158551
0.04,0.044457274826789836,6.440691579968,0.0002855888158
0.04,0.04503464203233257,2.825183154848002,0.00024830015630000003
0.04,0.04561200923787529,9.559772338880002,0.000317757553
0.04,0.046189376443418015,-8.067023874303999,0.0001359630376
0.04,0.04676674364896074,1.4159877878720017,0.00023376637570000003
0.04,0.04734411085450346,2.0219938381760016,0.00024001643810000003
0.04,0.04792147806004619,7.743199813088005,0.00029902227530000005
0.04,0.04849884526558892,-0.3097994803839974,0.00021596741460000002
0.04,0.04907621247113164,-6.319552229247996,0.00015398564120000003
0.04,0.049653579676674366,3.0518571736640006,0.0002506379659
0.04,0.05023094688221709,-0.9771000357760009,0.0002090851894
0.04,0.050808314087759814,1.857481699520001,0.000238319737
0.04,0.05138568129330254,-2.1130722550720016,0.0001973693043
