Timestamp,Depth [cm],Force [Newtons],Force [Raw Reading]
0.02,0.0005773672055427252,3.219704691488001,0.00012860669030000002
0.02,0.0011547344110854503,1.097237890304001,0.00010671656240000001
0.02,0.0017321016166281756,6.516886465184001,0.00016261227790000002
0.02,0.0023094688221709007,5.558437010624001,0.0001527272794
0.02,0.002886836027713626,3.3570390778880004,0.0001300230928
0.02,0.003464203233256351,5.711962398368003,0.00015431066830000003
0.02,0.0040415704387990765,11.028104214656004,0.00020913886360000004
0.02,0.004618937644341801,9.544603716512,0.0001938387347
0.03,0.005196304849884526,2.3286213675200003,0.0001194164745
0.03,0.005773672055427252,2.5206003834559993,0.0001213964561
0.03,0.006351039260969977,0.47243871344000077,0.00010027267650000001
0.03,0.006928406466512702,5.010255965120001,0.000147073597
0.03,0.007505773672055427,7.181006645311999,0.0001694617022
0.03,0.008083140877598153,4.515563049056,0.0001419715661
0.03,0.008660508083140877,5.183152729472001,0.0001488567732
0.03,0.009237875288683603,8.917491539456005,0.00018737099360000004
0.03,0.009815242494226328,1.1047551409280008,0.00010679409180000001
0.03,0.010392609699769052,3.4856997135680015,0.00013135003830000002
0.03,0.010969976905311778,9.024756923360002,0.00018847727850000002
0.03,0.011547344110854504,2.8146405328640007,0.0001244290484
0.03,0.01212471131639723,2.1831914804480004,0.00011791657880000001
0.03,0.012702078521939953,7.346675284064002,0.0001711703309
0.03,0.013279445727482679,4.098933889472002,0.00013767464820000003
0.03,0.013856812933025405,4.885643079776001,0.0001457883981
0.03,0.014434180138568129,3.4093707072320036,0.00013056281670000003
0.03,0.015011547344110854,5.175057228800002,0.00014877328
0.03,0.01558891454965358,4.460051044447999,0.0001413990413
0.03,0.016166281755196306,4.123509516512,0.0001379281097
0.05,0.01674364896073903,3.389710205600002,0.00013036004750000002
0.051,0.017321016166281754,3.2552670694399986,0.000128973464
0.051,0.01789838337182448,-1.4441710706559991,8.050566140000001e-05
0.051,0.018475750577367205,4.304790906559999,0.00013979776099999998
0.051,0.01905311778290993,1.821496075424001,0.00011418622190000001
0.051,0.019630484988452657,5.192693855264,0.0001489551759
0.051,0.02020785219399538,3.1589884364480003,0.0001279804913
0.051,0.020785219399538105,6.647281851008001,0.00016395711480000002
0.051,0.021362586605080832,9.004807296704001,0.00018827152740000003
0.051,0.021939953810623556,3.7606576113920003,0.0001341858252
0.051,0.022517321016166283,5.3563386188479996,0.0001506429313
0.051,0.023094688221709007,6.703661230688002,0.00016453858530000002
0.051,0.02367205542725173,6.732573733088,0.0001648367753
0.051,0.02424942263279446,4.329655658623999,0.0001400542044
0.051,0.024826789838337183,7.477938044959998,0.0001725241135
0.051,0.025404157043879907,4.012196382272,0.0001367800782
0.051,0.025981524249422634,5.4508825016959985,0.0001516180126
0.051,0.026558891454965358,8.156514476287999,0.0001795226328
0.051,0.027136258660508082,-1.3094388094719998,8.18952268e-05
0.061,0.02771362586605081,5.6347660169600005,0.000153514501
0.061,0.028290993071593534,6.056021176928001,0.0001578591293
0.061,0.028868360277136258,4.017689757728002,0.00013683673430000003
0.061,0.029445727482678985,2.372857496192001,0.0001198727052
0.061,0.03002309468822171,1.6633446872960018,0.00011255512260000001
0.061,0.030600461893764433,1.9258702090880018,0.00011526268780000001
0.061,0.03117782909930716,2.6327808927680003,0.0001225534333
0.061,0.03175519630484989,6.0970769303360015,0.0001582825591
0.061,0.03233256351039261,0.6450463527680004,0.00010205287080000001
0.061,0.032909930715935336,4.361748536287999,0.0001403851953
0.061,0.03348729792147806,5.971307544895998,0.0001569854326
0.061,0.034064665127020784,8.096954721344002,0.00017890836140000002
0.061,0.03464203233256351,5.326558741376003,0.00015033579560000003
0.061,0.03521939953810624,-0.6435838791999995,8.87625425e-05
0.061,0.03579676674364896,1.6193976836480015,0.00011210187380000001
0.061,0.036374133949191687,1.694570189888001,0.0001128771678
0.061,0.03695150115473441,3.5900738472320004,0.0001324265042
0.061,0.037528868360277134,6.438822708703999,0.0001618071649
0.061,0.03810623556581986,1.7194349419520005,0.00011313361120000001
0.061,0.03868360277136259,3.1167761829439993,0.0001275451339
0.061,0.03926096997690531,7.324412657216001,0.00017094072460000002
0.061,0.03983833718244804,2.463642753728001,0.00012080902180000001
0.061,0.04041570438799076,5.05796159408,0.0001475656105
0.061,0.040993071593533485,0.5389374689600004,0.00010095851350000001
0.061,0.04157043879907621,4.658390810912001,0.0001434446247
0.061,0.04214780600461894,7.316028031519998,0.0001708542495
0.061,0.042725173210161664,4.0749365124800025,0.00013742715050000002
0.061,0.04330254041570439,3.9309522505279997,0.0001359421643
0.061,0.04387990762124711,5.699530022336003,0.00015418244660000003
0.061,0.044457274826789836,3.3263918253439986,0.00012970701139999999
0.061,0.04503464203233257,7.139083516832002,0.00016902932670000002
0.061,0.04561200923787529,4.484626671488002,0.00014165250280000002
0.061,0.046189376443418015,5.694036646880001,0.0001541257905
0.081,0.04676674364896074,5.090921846816,0.0001479055471
0.081,0.04734411085450346,3.8829574965440017,0.00013544716890000002
0.081,0.04792147806004619,5.383227246080001,0.000150920248
0.081,0.04849884526558892,10.064739634688003,0.00019920317280000001
0.081,0.04907621247113164,7.643895808736001,0.00017423572410000003
0.081,0.049653579676674366,4.149241643648001,0.0001381934988
0.081,0.05023094688221709,5.924758416032001,0.00015650534670000001
0.081,0.050808314087759814,-0.5244643693119979,8.999108530000001e-05
0.081,0.05138568129330254,5.190959105120003,0.00014893728450000003
0.081,0.05196304849884527,5.021820966080002,0.00014719287300000002
0.081,0.05254041570438799,4.439234042720001,0.00014118434450000001
