Timestamp,Depth [cm],Force [Newtons],Force [Raw Reading]
0.01,0.0005773672055427252,1.8955120815680004,0.00011494958830000001
0.01,0.0011547344110854503,6.3422549506880035,0.00016081121030000003
0.01,0.0017321016166281756,6.261299943968,0.0001599762783
0.01,0.0023094688221709007,5.138338350752003,0.00014839457870000002
0.01,0.002886836027713626,6.184681812608003,0.00015918607480000003
0.01,0.003464203233256351,4.0749365124800025,0.00013742715050000002
0.01,0.0040415704387990765,4.141724393024001,0.0001381159694
0.01,0.004618937644341801,6.029421674720002,0.00015758479450000002
0.01,0.005196304849884526,3.073696554368002,0.00012710083080000003
0.021,0.005773672055427252,6.261299943968,0.0001599762783
0.021,0.006351039260969977,4.798038197504004,0.00014488488240000004
0.021,0.006928406466512702,3.9104243738239983,0.0001357304494
0.021,0.007505773672055427,6.264769444256002,0.00016001206110000002
0.021,0.008083140877598153,8.05618809296,0.0001784879135
0.021,0.008660508083140877,8.679830769728,0.0001849198718
0.021,0.009237875288683603,6.181501437344,0.0001591532739
0.021,0.009815242494226328,6.1202069322560035,0.00015852111110000003
0.021,0.010392609699769052,4.362326786336,0.0001403911591
0.021,0.010969976905311778,6.291368946464001,0.0001602863959
0.021,0.011547344110854504,3.374386579328002,0.00013020200680000001
0.021,0.01212471131639723,5.409537623264001,0.00015119160090000002
0.021,0.012702078521939953,9.749015108480002,0.000195946938
0.021,0.013279445727482679,7.292030654528002,0.00017060675180000003
0.021,0.013856812933025405,3.719023607936,0.0001337564316
0.021,0.014434180138568129,4.844876451391999,0.0001453679502
0.03,0.015011547344110854,2.4370432515200005,0.000120534687
0.03,0.01558891454965358,3.896257247648,0.0001355843363
0.03,0.016166281755196306,10.090471761824002,0.0001994685619
0.03,0.01674364896073903,5.837442658784003,0.00015560481290000002
0.03,0.017321016166281754,-0.5212839940479999,9.002388620000001e-05
0.03,0.01789838337182448,5.415898373792004,0.00015125720270000003
0.03,0.018475750577367205,2.3913614977280027,0.00012006354680000002
0.03,0.01905311778290993,6.468602586176001,0.0001621143006
0.03,0.019630484988452657,3.533116217504004,0.00013183906990000004
0.03,0.02020785219399538,1.9038967072640016,0.00011503606340000001
0.03,0.020785219399538105,2.907738790591999,0.0001253892202
0.03,0.021362586605080832,8.929923915488004,0.00018749921530000004
0.03,0.021939953810623556,8.253082234304003,0.00018051858740000001
0.03,0.022517321016166283,4.394419664000003,0.00014072215000000002
0.03,0.023094688221709007,0.5221682175679998,0.0001007855633
0.03,0.02367205542725173,9.133467932384,0.0001895984729
0.03,0.02424942263279446,3.9618886280960037,0.00013626122760000003
0.03,0.024826789838337183,2.1262338507200003,0.0001173291445
0.041,0.025404157043879907,3.7282756087040028,0.00013385185240000002
0.041,0.025981524249422634,-2.1718987560639986,7.300021910000001e-05
0.041,0.026558891454965358,-0.6210321273280002,8.89951307e-05
0.041,0.027136258660508082,6.8872556209279985,0.0001664320918
0.041,0.02771362586605081,3.080635554944001,0.0001271723964
0.041,0.028290993071593534,8.456337126175999,0.0001826148631
0.041,0.028868360277136258,0.20846756652800025,9.755020180000001e-05
0.041,0.029445727482678985,-0.39406898348799935,9.13359222e-05
0.041,0.03002309468822171,11.859916908704005,0.00021771778990000004
0.041,0.030600461893764433,0.3278762014400005,9.878172650000001e-05
0.041,0.03117782909930716,2.429236875872,0.00012045417570000001
0.041,0.03175519630484989,-2.68480654864,6.77103285e-05
0.041,0.03233256351039261,1.8255438257600005,0.00011422796850000001
0.041,0.032909930715935336,2.4662448789440017,0.00012083585890000001
0.041,0.03348729792147806,3.461413211552003,0.00013109955870000003
0.041,0.034064665127020784,2.0530852196480005,0.00011657472380000001
0.041,0.03464203233256351,2.7258791504960005,0.0001235136051
0.051,0.03521939953810624,7.326436532384005,0.00017096159790000004
0.051,0.03579676674364896,4.914844707200002,0.00014608957000000002
0.051,0.036374133949191687,10.626220431296002,0.0002049940226
0.051,0.03695150115473441,5.152505476928001,0.0001485406918
0.051,0.037528868360277134,2.956311794623998,0.00012589017939999999
0.051,0.03810623556581986,11.626303889312002,0.00021530841470000003
0.051,0.03868360277136259,6.348615701216,0.0001608768121
0.051,0.03926096997690531,5.8946894135360015,0.00015619522910000002
0.051,0.03983833718244804,8.544520258496004,0.00018352434260000003
0.051,0.04041570438799076,2.367942370784002,0.00011982201290000002
0.051,0.040993071593533485,12.907127745632003,0.00022851823170000004
0.051,0.04157043879907621,8.140612599968005,0.00017935862830000004
0.051,0.04214780600461894,6.036938925344002,0.0001576623239
0.051,0.042725173210161664,6.648438351104,0.0001639690424
0.051,0.04330254041570439,3.442041834944,0.0001308997714
0.051,0.04387990762124711,2.228005859168002,0.00011837877330000001
0.051,0.044457274826789836,9.570046718624003,0.00019410114190000001
0.061,0.04503464203233257,3.569256845504002,0.00013221180740000002
0.061,0.04561200923787529,8.349360867296,0.0001815115601
0.061,0.046189376443418015,1.156797645248,0.00010733083380000001
0.061,0.04676674364896074,2.307226115744001,0.00011919581390000001
0.061,0.04734411085450346,0.6395529773120003,0.00010199621470000001
0.061,0.04792147806004619,3.5819783465599997,0.000132343011
0.061,0.04849884526558892,4.416682290848,0.0001409517563
0.061,0.04907621247113164,4.746573943231999,0.0001443541042
0.061,0.049653579676674366,2.8675504122559996,0.0001249747361
0.061,0.05023094688221709,2.6313352676480015,0.0001225385238
0.061,0.050808314087759814,4.237713900992002,0.0001391059602
0.061,0.05138568129330254,5.103932472896002,0.00014803973260000002
0.061,0.05196304849884527,6.516019090112003,0.00016260333220000003
0.061,0.05254041570438799,2.813194907744,0.0001244141389
