Timestamp,Depth [cm],Force [Pounds/Raw],Force [Offset]
0.01,0.0005773672055427252,-1.4145971000000002,3.5854029
0.011,0.0011547344110854503,-4.281992140000001,0.7180078599999993
0.011,0.0017321016166281756,-5.756839880000001,-0.7568398800000011
0.011,0.0023094688221709007,-5.521567970000001,-0.5215679700000013
0.011,0.002886836027713626,-2.009933435,2.990066565
0.011,0.003464203233256351,-3.2141737500000005,1.7858262499999995
0.011,0.0040415704387990765,-4.791747945000001,0.2082520549999991
0.011,0.004618937644341801,-3.8314270500000003,1.1685729499999997
0.011,0.005196304849884526,-2.49255395,2.50744605
0.011,0.005773672055427252,-3.9621833650000005,1.0378166349999995
0.011,0.006351039260969977,-6.280014235000001,-1.2800142350000012
0.011,0.006928406466512702,-4.443014740000001,0.5569852599999994
0.011,0.007505773672055427,-5.307318455000001,-0.30731845500000077
0.011,0.008083140877598153,-3.761799685,1.2382003149999998
0.011,0.008660508083140877,-1.2109333300000003,3.7890666699999995
0.011,0.009237875288683603,-2.3822236500000002,2.6177763499999998
0.011,0.009815242494226328,-4.704676465000001,0.29532353499999875
0.011,0.010392609699769052,-3.3413517850000005,1.6586482149999995
0.011,0.010969976905311778,-3.3953241750000003,1.6046758249999997
0.011,0.011547344110854504,-3.186591175,1.8134088249999998
0.011,0.01212471131639723,-5.534091950000001,-0.5340919500000014
0.011,0.012702078521939953,-5.137946535000001,-0.1379465350000011
0.011,0.013279445727482679,-5.428234500000001,-0.4282345000000012
0.011,0.013856812933025405,-3.8478275,1.1521724999999998
0.011,0.014434180138568129,-3.058369475,1.9416305249999999
0.011,0.015011547344110854,-1.3677812700000003,3.63221873
0.011,0.01558891454965358,-2.513278155,2.486721845
0.011,0.016166281755196306,-3.2126828,1.7873172
0.011,0.01674364896073903,-5.156583410000001,-0.15658341000000142
0.011,0.017321016166281754,-4.914304035000001,0.08569596499999932
0.011,0.01789838337182448,-3.5620123850000005,1.4379876149999995
0.011,0.018475750577367205,-3.4692752950000005,1.5307247049999995
0.011,0.01905311778290993,-3.191064025,1.8089359749999998
0.011,0.019630484988452657,-5.288681580000001,-0.2886815800000013
0.011,0.02020785219399538,-3.9484666250000005,1.0515333749999995
0.011,0.020785219399538105,-2.77911454,2.22088546
0.011,0.021362586605080832,-2.796558655,2.203441345
0.011,0.021939953810623556,-3.55411035,1.4458896499999998
0.011,0.022517321016166283,-2.77762359,2.22237641
0.011,0.023094688221709007,-2.5089544000000004,2.4910455999999996
0.011,0.02367205542725173,-2.535046025,2.464953975
0.011,0.02424942263279446,-1.9994967850000003,3.0005032149999997
0.011,0.024826789838337183,-2.1822872550000003,2.8177127449999997
0.011,0.025404157043879907,-2.36820872,2.63179128
0.011,0.025981524249422634,-2.15649382,2.84350618
0.011,0.026558891454965358,-3.4552603650000004,1.5447396349999996
0.011,0.027136258660508082,-4.232939885000001,0.7670601149999987
0.011,0.02771362586605081,-3.039881695,1.960118305
0.011,0.028290993071593534,-2.371339715,2.628660285
0.011,0.028868360277136258,-2.24923091,2.75076909
0.011,0.029445727482678985,-1.4037131650000003,3.596286835
0.011,0.03002309468822171,-1.5760669850000002,3.423933015
0.011,0.030600461893764433,-3.9088073550000004,1.0911926449999996
0.011,0.03117782909930716,-2.804311595,2.195688405
0.011,0.03175519630484989,-4.037625435000001,0.9623745649999993
0.011,0.03233256351039261,-2.9201584100000004,2.0798415899999996
0.011,0.032909930715935336,-4.097561625000001,0.9024383749999991
0.011,0.03348729792147806,-6.801250355000001,-1.8012503550000014
0.011,0.034064665127020784,-5.095901745000001,-0.09590174500000082
0.011,0.03464203233256351,-1.6574728550000002,3.342527145
0.011,0.03521939953810624,-4.948297695000001,0.05170230499999917
0.011,0.03579676674364896,-6.505296780000001,-1.505296780000001
0.011,0.036374133949191687,-3.381011055,1.618988945
0.011,0.03695150115473441,-4.462247995000001,0.5377520049999989
0.011,0.037528868360277134,-2.52595123,2.47404877
0.011,0.03810623556581986,-2.393107585,2.606892415
0.011,0.03868360277136259,-2.6825009800000004,2.3174990199999996
0.011,0.03926096997690531,-0.7700594150000002,4.229940585
0.011,0.03983833718244804,-3.24339637,1.7566036299999999
0.011,0.04041570438799076,-3.892705095,1.1072949049999998
0.011,0.040993071593533485,-3.7234822700000003,1.2765177299999997
0.011,0.04157043879907621,-4.740011980000001,0.2599880199999989
0.011,0.04214780600461894,-2.2408815900000003,2.7591184099999997
0.011,0.042725173210161664,-3.13097874,1.8690212599999998
0.011,0.04330254041570439,-3.4248449850000005,1.5751550149999995
0.011,0.04387990762124711,-2.6517874100000003,2.3482125899999997
0.011,0.044457274826789836,-1.5583246800000004,3.44167532
0.011,0.04503464203233257,-3.6724917800000005,1.3275082199999995
0.011,0.04561200923787529,-4.753430530000001,0.24656946999999896
0.011,0.046189376443418015,-5.632792840000001,-0.6327928400000014
0.011,0.04676674364896074,-2.3473354200000003,2.6526645799999997
0.011,0.04734411085450346,-3.4780719,1.5219280999999998
0.011,0.04792147806004619,-4.316582180000001,0.683417819999999
0.011,0.04849884526558892,-1.00398947,3.99601053
0.011,0.04907621247113164,-7.050537195000001,-2.0505371950000013
0.011,0.049653579676674366,-3.23117058,1.7688294199999999
0.011,0.05023094688221709,-4.332982630000001,0.667017369999999
0.011,0.050808314087759814,-3.851554875,1.1484451249999998
0.011,0.05138568129330254,-1.3947674650000002,3.605232535
0.011,0.05196304849884527,-1.5903801050000004,3.4096198949999996
0.011,0.05254041570438799,-3.4856757450000004,1.5143242549999996
0.011,0.053117782909930716,-4.606571955000001,0.3934280449999994
