Timestamp (seconds),Torque [Pound-inches/Raw]
0.008,3.5471934650000003
0.008,1.3125568300000001
0.008,0.2955405950000001
0.008,2.1314414900000003
0.008,2.154552765
0.008,2.6145416900000003
0.009,0.30147582500000003
0.009,0.18830513
0.009,0.520660175
0.009,1.9371866450000002
0.009,1.9716009300000001
0.009,1.0839788650000002
0.009,1.352964285
0.009,1.0222493950000002
0.009,1.03373048
0.009,0.10528261500000002
0.009,3.0714283800000004
0.009,0.158036815
0.009,4.129895805
0.009,0.30207224499999996
0.009,1.6689177800000001
0.009,1.7241156000000002
0.009,1.4403398150000002
0.009,1.058034595
0.009,2.9382486450000003
0.01,0.10942858499999998
0.01,0.02402039000000003
0.01,0.06994473000000004
0.01,0.37647564
0.01,3.4854639950000004
0.01,0.8059270100000001
0.01,0.49039186
0.01,1.16732856
0.01,0.4938502450000001
0.01,3.0211799950000007
0.01,0.06129664000000004
0.01,0.8729952900000001
0.01,0.36755831000000005
0.01,0.44357289
0.01,0.5558779250000001
0.01,0.5922595450000001
0.01,0.8187500400000002
0.01,0.6910871900000001
0.01,1.9261239050000003
0.01,2.77020731
0.01,0.47312465000000004
0.01,0.05470704999999998
0.011,0.502796545
0.011,0.31385154000000004
0.011,2.0303772700000002
0.011,0.8701622950000001
0.011,0.850480435
0.011,0.022380235000000026
0.011,2.7741130100000007
0.011,2.85668821
0.011,0.612508855
0.011,0.35306615500000005
0.011,1.6871085900000002
0.011,0.5913649150000001
0.011,1.139147715
0.011,1.5767708900000001
0.011,1.3398430450000003
0.011,1.4694152900000002
0.011,0.998094385
0.011,2.54297129
0.011,0.04769911499999997
0.011,1.9456856300000003
0.011,0.6460574800000001
0.011,1.491631935
0.011,1.7054485050000001
0.011,0.83631546
0.011,0.5148740500000001
0.011,0.5694464800000001
0.011,0.7552023400000001
0.011,0.3881348000000001
0.011,1.1163346500000002
0.011,0.50381131
0.012,0.02521323000000003
0.012,0.30180300500000007
0.012,1.7430519350000004
0.012,1.203561075
0.012,0.8898731250000002
0.012,0.10483530000000002
0.012,0.09586002999999998
0.012,0.04668435000000004
0.013,1.6330124450000003
0.013,0.16939776500000003
0.013,1.7606173550000004
0.013,0.7923294850000001
0.013,0.289845635
0.013,2.0496118150000004
0.013,1.6684994350000002
0.013,0.168175955
0.013,1.2192171000000003
0.013,2.8911314650000004
0.013,0.992130185
0.013,1.3087090700000004
0.013,1.4137991250000002
0.013,0.258831795
0.013,0.8637797500000001
0.013,0.72299566
0.013,0.14342452499999997
0.013,0.42123611000000005
0.013,1.1861447600000004
0.013,0.7746149600000001
0.013,0.78233945
0.013,0.9187705250000001
0.014,1.3519495200000002
0.014,1.958927005
0.014,0.010899150000000024
0.014,0.10259872500000006
0.014,0.008066155000000047
0.014,0.5039604150000001
0.014,0.37349354
0.014,0.24186279500000007
0.014,0.14136602500000006
0.014,0.19877145000000007
0.014,1.9474748900000005
0.014,0.70778695
0.014,0.8458871500000001
0.014,1.7905874600000002
0.014,1.1525671650000002
0.014,1.073839725
0.014,0.5461571300000001
0.014,0.6548836450000001
0.014,1.70052804
0.014,0.14238078999999998
0.014,1.1143962850000002
0.014,0.41822504000000005
0.014,0.08795746499999997
0.014,0.27329497999999997
0.014,0.6700923550000001
0.014,0.9850021150000002
0.015,0.7004808050000001
0.015,1.2139984250000002
0.015,0.3404212000000001
0.015,1.753787495
0.015,0.3835125450000001
0.015,0.11363249500000006
0.015,0.17744943500000004
0.015,0.27377126500000004
0.015,0.21096909
0.015,0.514695975
0.015,1.3368609450000002
0.015,0.534406805
0.015,1.0826369200000001
0.015,0.5988201650000001
0.015,2.1001584100000006
0.015,1.6107668300000002
0.015,0.9256293550000001
0.015,1.0438696200000002
0.015,1.00241843
0.015,0.8098037400000001
0.015,0.25271849
0.015,2.327216355
0.015,0.5424584750000001
0.015,2.2352185700000002
0.015,2.3689947250000003
0.015,0.5882047400000001
0.015,1.8587284450000001
0.016,0.11464725999999997
0.016,0.971284455
0.016,1.5621875700000003
0.016,2.867572875
0.016,0.49310472000000005
0.016,1.665815545
0.016,0.04504419500000004
0.016,1.154058215
0.016,2.5097498450000004
0.016,0.9933519950000002
0.016,1.4545337600000003
0.016,1.4691170800000002
0.016,0.8367627750000001
0.016,0.8036904350000001
0.016,0.8825380100000001
0.016,0.40152528
0.016,0.14670483499999998
0.016,1.7594534850000003
0.016,0.9579851400000001
0.016,2.6657136750000006
0.016,0.838253825
0.016,1.2107181150000002
0.016,0.6976767800000001
0.016,1.25383843
0.016,0.373940855
0.016,0.17011431999999999
0.016,0.718075195
0.016,1.3177755050000002
0.016,0.09931841500000005
0.016,0.18785781499999998
0.016,0.04605895999999998
0.016,1.026751515
0.016,2.3132004850000003
0.016,0.5097755100000001
0.016,0.019518269999999976
0.016,0.131496125
0.016,0.795013375
0.016,0.495610535
0.016,0.5556998500000001
0.016,3.000872745
0.016,1.2375570150000001
0.016,0.5615149450000001
0.016,0.8940190950000001
0.016,1.231294605
0.016,2.2629521
0.016,0.0017747749999999785
0.016,0.04441880499999998
0.016,0.4064747150000001
0.016,1.99575594
0.016,0.679009685
0.016,2.6839044850000002
0.016,1.162408095
0.016,0.87150424
0.016,0.15896041500000008
0.016,0.24735071
0.016,1.8248816100000003
0.016,0.402270805
0.016,0.9821401500000001
0.016,3.7144892750000005
0.016,1.1627352750000002
0.016,3.6955529400000002
0.016,3.046797085
0.016,0.25006357000000007
0.016,1.349087555
0.016,2.145904675
0.016,1.99963267
0.016,0.11273786500000005
0.016,0.49590874500000004
0.016,0.831394995
0.016,0.5297845500000001
0.016,0.21502389500000008
0.016,2.17796225
0.016,0.6363656550000001
0.016,0.06800636500000004
0.016,0.16074967500000004
0.016,0.224835855
0.016,0.688850615
0.016,0.8710858950000001
0.016,2.318866475
0.016,0.27538245
0.016,0.5584127100000001
0.016,0.29390044000000004
0.016,1.1084610550000003
0.016,1.04002186
0.016,1.208928855
0.016,1.0276461450000003
0.016,1.8232414550000002
0.016,0.8859963950000002
0.016,0.15746936500000003
0.016,0.328612935
0.016,1.32448523
0.016,0.16060057000000005
0.05,0.18681408
0.05,0.867805585
0.05,0.5406402450000001
0.05,0.021038290000000043
0.05,0.49877071000000006
0.05,3.0126810100000005
0.05,1.1266228950000001
0.05,0.7486417200000001
0.05,2.1915597750000004
0.05,1.1604987000000002
0.05,2.31245496
0.05,2.20360831
0.05,0.6835118050000001
0.05,3.9508207000000004
0.05,0.4647747700000001
0.05,0.824834375
0.05,0.9139991650000001
0.05,1.731123535
0.05,0.06395155999999998
0.05,0.14402094499999998
0.05,0.231098265
0.05,0.5408183200000001
0.05,2.3481200250000005
0.05,0.21010343000000004
0.05,2.697891385
0.05,0.9813946250000001
0.05,0.31149483000000006
0.05,0.5570707650000001
0.05,0.5970309050000001
0.05,1.270985505
0.05,1.49210822
0.05,1.0750615350000001
0.05,0.9056492850000001
0.05,1.6003584500000003
0.05,2.916777525
0.05,0.518005255
0.05,0.9439982400000001
0.05,0.651276155
0.05,1.190767015
0.05,0.737757055
0.05,0.5335121750000001
0.05,0.9512754150000001
