Timestamp (seconds),Torque [Pound-inches/Raw]
0.01,2.437255845
0.01,0.13313628
0.01,1.24098643
0.01,0.8616633100000001
0.01,0.5597546550000001
0.01,1.7437684900000003
0.01,1.105151775
0.01,0.794118745
0.01,0.42269819000000003
0.01,0.05190302500000005
0.01,1.184773845
0.01,0.86583825
0.01,0.66066977
0.01,0.08363341999999997
0.01,0.12660463000000005
0.01,1.5770691000000001
0.01,2.1398203400000004
0.01,1.2349020950000003
0.01,1.5318902850000002
0.01,0.8010065450000001
0.01,1.3426760400000002
0.01,0.6861667250000001
0.01,3.45131895
0.01,1.3143750600000002
0.01,0.193822015
0.01,2.848487435
0.01,0.506346095
0.01,2.31454243
0.01,3.4575813600000003
0.01,1.755845995
0.01,0.6706887750000001
0.01,1.579007465
0.01,1.855448135
0.01,1.002596505
0.01,2.7958823400000004
0.01,1.714394805
0.01,1.0849024650000003
0.01,0.7341785350000001
0.01,0.5929761
0.01,0.009677339999999979
0.01,0.24111727000000005
0.01,0.13748929500000007
0.01,1.2117618500000003
0.01,0.33919939
0.01,0.11926951499999998
0.01,1.1916616450000004
0.01,2.4302479100000003
0.01,0.5752615750000001
0.01,2.03362861
0.01,2.0085789700000003
0.01,3.3648380500000004
0.01,3.3532368300000006
0.01,0.34653450500000005
0.01,2.970753535
0.01,1.346701875
0.01,1.60662086
0.01,0.5865645850000001
0.01,0.23142544500000006
0.01,0.90224884
0.01,0.6169820050000001
0.01,0.353662575
0.01,0.007320630000000022
0.01,3.395404575
0.01,1.154952845
0.01,1.3186991050000003
0.01,0.8127568700000001
0.01,0.97319385
0.01,1.112010605
0.01,2.319164685
0.01,0.4717827050000001
0.01,0.56885006
0.01,0.22054078000000005
0.01,0.79009291
0.01,2.03750534
0.01,0.45955609500000005
0.01,0.166684905
0.01,1.2302798400000001
0.01,0.12377163500000005
0.01,0.22501393000000008
0.01,1.2511545400000004
0.01,1.4369104
0.01,1.6812934950000002
0.01,0.7759569050000001
0.01,1.9510534100000005
0.01,0.9274186150000001
0.01,1.20549944
0.01,0.07247951500000005
0.01,1.00331306
0.01,2.2182495700000002
0.01,3.58193493
0.01,0.18132616500000004
0.01,0.46429848500000004
0.01,2.266977935
0.01,0.04608793000000003
0.01,0.7480742700000002
0.01,2.11026858
0.01,3.06722447
0.01,1.007935315
0.01,0.507240725
0.01,0.17625659500000007
0.01,0.37200249
0.01,1.46255646
0.01,0.23989546
0.01,0.158335025
0.01,1.0059969500000001
0.01,0.10242064999999997
0.01,0.46295654
0.01,3.5039530150000004
0.01,0.3596557450000001
0.01,1.5971982750000002
0.01,1.1171091450000001
0.01,0.017012455000000037
0.01,0.292529525
0.01,1.42021064
0.01,1.25977366
0.01,1.9189668650000002
0.01,0.9134317150000001
0.01,0.431495385
0.01,1.20639407
0.01,1.168968715
0.01,1.152297925
0.01,0.459228915
0.01,0.344716275
0.01,0.517976285
0.01,1.24310287
0.01,0.84198145
0.01,2.0333304
0.01,1.8736389450000002
0.01,1.970258985
0.01,0.4072202400000001
0.01,1.9025653150000004
0.01,0.20324460000000005
0.01,1.4972979250000003
0.01,1.310916675
0.01,0.5265042400000001
0.01,2.7484379800000003
0.01,1.81474247
0.01,1.1846247400000003
0.01,2.47348836
0.01,0.2624392850000001
0.01,0.02086021499999996
0.01,1.08177126
0.01,0.9345756550000001
0.01,0.8651216950000001
0.01,1.4170794350000002
0.01,1.0942960800000003
0.01,2.3768972900000005
0.01,1.3385011000000002
0.01,1.3918806900000003
0.01,0.99406855
0.01,0.7928057700000001
0.01,2.3248306750000003
0.01,0.89058968
0.01,2.9530390100000004
0.01,0.23545128000000004
0.01,0.359626775
0.01,0.6532434900000001
0.01,0.10080946500000004
0.01,1.6947419150000003
0.01,0.12138595500000005
0.01,1.3086801000000001
0.01,1.9370085700000002
0.01,0.9187705250000001
0.01,0.16116802
0.01,1.630924975
0.01,1.3064724950000004
0.01,0.11407981000000006
0.01,1.265886965
0.01,0.09797647000000004
0.01,0.965291285
0.01,0.5676282500000001
0.01,0.39529184000000006
0.01,1.8623359350000004
0.01,0.05381241999999997
0.01,0.02339499999999997
0.01,0.49489398000000007
0.01,0.8950628300000001
0.01,1.7889473050000002
0.01,0.8737408150000001
0.01,1.1630045150000001
0.01,2.99088271
0.01,1.7382516050000003
0.01,2.436659425
0.01,0.44121618000000007
0.01,1.18015159
0.01,1.040141995
0.01,2.760813695
0.01,1.5331120950000003
0.01,1.30927652
0.01,0.5457387850000001
0.01,0.25408940500000005
0.01,1.3107675700000003
0.01,0.7656396900000001
0.01,0.06976665499999997
0.01,0.18609752500000004
0.01,1.38293439
0.01,1.45122448
0.01,0.4206396900000001
0.01,1.4203597450000003
0.01,0.8919316250000001
0.01,0.8045850650000002
0.01,0.8540589550000001
0.01,2.1891740950000003
0.01,2.6069663050000003
0.01,1.0076371050000001
0.01,0.23169468499999998
0.01,0.382290735
0.01,0.9315935550000001
0.01,2.2672761450000003
0.01,1.5678245900000003
0.01,1.376224665
0.01,0.5840298
0.01,1.60897757
0.01,1.7111144950000003
0.01,2.436659425
0.01,0.880301435
0.01,1.5939179650000002
0.01,1.99128279
0.01,1.0383527350000001
0.01,1.3559463850000002
0.01,2.56295136
0.01,1.1045843250000003
0.01,1.205052125
0.01,4.197589475000001
0.01,0.008066155000000047
0.01,1.0665335800000002
0.01,0.99439573
0.01,1.5651696700000004
0.01,1.166284825
0.01,0.149686935
0.01,0.27657529000000003
0.01,0.3842580700000001
0.01,0.24916894000000006
0.01,0.8443671300000001
0.01,2.0729923300000004
0.01,0.9071693050000001
0.01,0.450282615
0.01,1.7971770500000002
0.01,1.1978950850000003
0.01,0.7753315150000001
0.01,1.43243725
0.01,0.26613794
0.01,0.06857381499999997
0.01,0.863005255
0.01,1.9170285000000002
0.01,1.4597234650000002
0.01,0.9724772950000001
0.01,0.9395250900000002
0.01,0.8728461850000001
0.01,1.3616413450000002
0.01,0.34188328
0.01,0.38542194
0.01,0.7055503750000001
0.01,0.08229147499999998
0.01,0.330431165
0.01,1.10890837
0.01,1.4093259750000002
0.01,1.1506288000000002
0.01,0.6031442100000001
0.01,0.8336605400000002
0.01,1.9270185350000002
0.01,0.9102715400000001
0.01,1.0118410150000003
0.01,1.22846161
0.01,0.4440491750000001
0.01,1.4786887700000002
0.01,1.81504068
0.01,1.403361775
0.01,0.7748842
0.01,1.7534892850000001
0.02,0.521853015
0.02,1.737058765
0.02,1.6207568650000002
0.02,3.5794291150000004
0.02,0.014626775000000036
0.02,1.09933668
0.02,1.30423592
0.02,0.7947151650000001
0.02,0.06991575999999998
0.02,2.22179912
0.02,0.8139786800000002
0.02,0.425232975
0.02,0.8514040350000002
0.02,0.27943725500000005
0.02,1.5648424900000002
0.02,1.637158415
0.02,0.6802314950000001
0.02,1.944016505
0.02,0.160720705
0.02,0.361146795
0.02,1.913002665
0.02,0.023842314999999975
0.02,2.076719955
0.02,0.49516322
0.02,0.68393015
0.02,2.545506075
0.02,0.10051125500000002
0.02,3.2063394350000003
0.02,1.7032119300000002
0.02,0.2901728150000001
0.02,1.5323376
0.02,0.6727762450000001
0.02,0.131197915
0.02,1.6095739900000003
0.02,3.6866066400000004
0.02,2.0467788200000006
0.02,1.6923272650000003
0.02,0.7212353700000002
0.02,1.2126564800000001
0.02,1.9885989000000004
0.02,0.27418961
0.02,0.20458654500000006
0.02,1.1395950300000002
0.02,2.3691148600000003
0.02,1.9062929400000002
0.02,0.5904413150000001
0.02,1.9784597600000002
0.02,0.56882109
0.02,1.0364143700000001
0.02,2.302763135
0.02,2.6753765300000003
0.02,0.51904899
0.02,3.08690633
0.02,2.2638757000000003
0.02,2.3069670450000004
0.02,0.36770741500000004
0.02,0.004934950000000021
0.02,2.111610525
0.02,2.2370368000000003
0.02,0.741335575
0.02,2.4936175350000003
0.02,0.27240035
0.02,0.5090589550000001
0.02,0.30970557000000004
0.02,1.8351698550000002
0.02,1.7473470100000004
0.02,0.13480540500000004
0.02,1.9449401050000001
0.02,2.5162814950000003
0.02,1.3772684000000002
0.02,1.4331827750000001
0.02,1.4837293700000003
0.02,1.502367495
0.02,1.7215808150000003
0.02,1.3575865400000002
0.02,1.17895875
0.02,0.94635495
0.02,2.00201835
0.02,0.881225035
0.02,2.036490575
0.02,0.13000507499999997
0.02,1.363430605
0.02,1.8083599250000004
0.02,1.1391766850000002
0.02,2.7229410250000003
0.02,2.1126542600000002
0.02,1.5869100300000003
0.02,1.7284106750000001
0.02,1.03671258
0.02,0.16400101499999997
0.02,0.623542625
0.02,0.9848240400000001
