Timestamp (seconds),Torque [Pound-inches/Raw],
0.01,2.81493881,1.713303229
0.01,1.4412634150000003,1.655322409
0.01,1.26842175,1.655322409
0.01,1.7662833450000002,1.724695472
0.01,2.8090035800000006,1.724695472
0.01,1.182089955,1.781086362
0.01,0.23097813000000006,1.854222364
0.01,2.292922205,1.872606449
0.01,0.5379853250000001,1.851590661
0.01,1.1015732550000001,1.851590661
0.01,2.337355495,1.789050847
0.01,1.4823874250000002,1.761635615
0.01,2.4972250250000005,1.761635615
0.01,0.22754871500000007,1.761635615
0.01,0.18952694000000003,1.77334512
0.01,0.59834388,1.725385083
0.01,1.2271486350000003,1.779053712
0.01,0.81991391,1.779053712
0.01,0.34725106,1.814242492
0.01,3.38153781,1.887592063
0.01,2.4590251750000003,1.870064771
0.01,1.3013739550000003,2.005517185
0.01,2.5684972150000003,2.005517185
0.01,1.627644665,1.921432365
0.01,3.6788531800000004,1.935422255
0.01,2.291431155,1.935422255
0.01,2.0050004500000003,1.955203519
0.01,0.33624626,1.955203519
0.01,0.6374383600000001,2.036151382
0.01,1.1027660950000002,1.941470279
0.01,3.7447575900000003,1.941470279
0.01,2.53163931,1.941470279
0.01,1.1749329150000003,1.911961827
0.01,1.32209955,1.911961827
0.01,0.036396105,1.94300721
0.01,1.5473972050000002,2.048930049
0.01,0.9821691200000001,2.048930049
0.01,1.686363065,2.048930049
0.01,0.47861256500000005,2.070257519
0.01,3.161011515,1.983936836
0.01,2.1669574500000004,1.914697149
0.01,0.451475455,1.914697149
0.01,4.466724000000001,2.006148505
0.01,2.81911375,1.92126654
0.01,2.1271464150000003,1.86515109
0.01,1.1852211600000002,1.86515109
0.01,4.087549985000001,1.802807003
0.01,1.8948118550000004,1.802807003
0.01,2.95986887,1.802807003
0.01,1.6325361600000003,1.699461401
0.01,1.7071176300000004,1.828380513
0.01,0.10930845000000006,1.743481177
0.01,2.58650995,1.743481177
0.01,1.5435204750000002,1.696646245
0.01,2.85251327,1.696646245
0.01,2.644810005,1.628654067
0.01,2.24028814,1.565144321
0.01,0.4838602100000001,1.520134733
0.01,2.5353669350000003,1.568760118
0.01,0.538254565,1.568760118
0.01,0.5698937950000001,1.637460488
0.01,1.9963523600000004,1.637460488
0.01,1.1418605750000004,1.732673108
0.01,2.007535235,1.682761641
0.01,0.7182243,1.672596188
0.01,0.026107860000000038,1.878529439
0.01,1.8483200650000002,1.878529439
0.01,1.55887829,1.878529439
0.01,0.7947151650000001,1.898507636
0.01,3.030991955,1.898507636
0.01,4.71456548,1.823008681
0.01,0.12433908499999999,1.61646891
0.01,0.155651135,1.61646891
0.01,0.23172365500000008,1.728839508
0.01,0.028315464999999984,1.688603779
0.01,2.706837685,1.57728171
0.01,0.7385315500000001,1.49659914
0.01,1.9686478000000003,1.453017603
0.01,0.04784822,1.453017603
0.01,3.3758718200000004,1.553386844
0.01,2.3112621200000003,1.451307865
0.01,1.9947411750000001,1.451307865
0.01,2.8701076600000004,1.451307865
0.01,0.5941689400000001,1.451307865
0.01,1.1326160650000001,1.376265563
0.01,0.3517531800000001,1.376265563
0.01,0.8415341350000001,1.376265563
0.01,0.46906984500000004,1.376265563
0.01,0.516485235,1.376265563
0.01,2.5805747200000004,1.433584251
0.01,1.9365902250000002,1.433584251
0.01,0.6629063450000001,1.433584251
0.01,0.5631551,1.510413467
0.01,0.9688698050000001,1.573564025
0.01,3.4477694000000003,1.540869974
0.01,0.80530162,1.697570298
0.01,2.7614101150000003,1.824397257
0.01,0.5900229700000001,1.824397257
0.01,1.202993625,1.824397257
0.01,4.02000542,1.863234984
0.01,0.215293135,1.719450288
0.01,1.8957354550000005,1.826890085
0.01,1.5250604250000004,1.86920141
0.01,1.6459845800000004,1.86920141
0.01,2.3631796300000003,1.86920141
0.01,0.4965341350000001,1.86920141
0.01,0.12809568000000005,1.86920141
0.01,2.29814088,1.86920141
0.01,1.3517714450000002,1.74871463
0.01,3.7033353700000005,1.74871463
0.01,0.9335319200000001,1.74871463
0.01,3.16086241,1.659920998
0.01,0.884178165,1.477118268
0.01,1.83472254,1.516647608
0.01,4.219089565,1.420146852
0.01,1.7695636550000002,1.246705984
0.01,2.1556254700000004,1.368307083
0.01,1.9769976800000002,1.368307083
0.01,4.015084955000001,1.455394057
0.01,0.3882839050000001,1.51119276
0.01,3.1762202250000002,1.51119276
0.01,1.3084108600000004,1.446589579
0.01,0.13137599000000005,1.446589579
0.01,1.1655393,1.446589579
0.01,0.018772745,1.462203484
0.01,0.41929774500000005,1.547111174
0.01,0.84287608,1.547111174
0.01,0.17357270500000005,1.591125868
0.01,1.4231927400000002,1.568355955
0.01,0.02220216,1.568355955
0.01,0.13182330500000006,1.841877626
0.01,1.5472770700000003,1.841877626
0.01,0.15761847000000007,1.83161434
0.01,0.25063102,1.810385286
0.01,1.7782407150000004,1.897038301
0.01,0.9501115450000001,1.897038301
0.01,2.4399397350000003,1.897038301
0.01,6.172186990000001,1.897038301
0.01,0.9888498750000001,1.897038301
0.01,2.1338561400000002,1.897038301
0.01,1.3550517550000003,1.897038301
0.01,2.66285171,1.897038301
0.01,0.6912652650000001,1.851990453
0.01,1.05045921,1.851990453
0.01,4.204775485,1.790417155
0.01,2.96135992,1.639519759
0.01,1.6322669200000002,1.551397082
0.01,1.9189668650000002,1.551397082
0.01,0.22068988500000003,1.551397082
0.01,0.5537614850000001,1.609065063
0.01,0.27612797499999997,1.609065063
0.01,2.46155996,1.609065063
0.01,3.1418059400000007,1.55223207
0.01,0.6733726650000001,1.55223207
0.01,2.8015193600000003,1.55223207
0.01,0.8540589550000001,1.471189533
0.01,0.8215540650000001,1.471189533
0.01,0.490839175,1.426800981
0.01,0.8700131900000001,1.441992149
0.01,2.4663602900000003,1.377462142
0.01,0.328016515,1.471246838
0.01,0.23601873,1.562938565
0.01,0.8093564250000002,1.636656334
0.01,0.3872112,1.636656334
0.01,1.617476555,1.710153106
0.01,3.192323565,1.749008115
0.01,0.20056071000000003,1.658800899
0.01,2.848785645,1.585974954
0.01,2.4597707,1.507049286
0.01,0.8591574950000002,1.388557406
0.01,0.28373233,1.388557406
0.01,4.830241990000001,1.462212411
0.01,1.4194940850000002,1.609372592
0.01,1.1221497450000002,1.609372592
0.01,1.4114424150000002,1.609372592
0.01,1.9183704450000003,1.609372592
0.01,3.6435152950000003,1.609372592
0.01,1.20403736,1.609372592
0.01,0.8497638800000001,1.636394941
0.01,4.672070555,1.579027914
0.01,0.5791093350000001,1.385638729
0.01,1.657138485,1.385638729
0.01,1.42826231,1.318813542
0.01,0.4105005500000001,1.311516958
0.01,1.8739371550000001,1.285097174
0.01,0.9679751750000001,1.367001105
0.01,1.5735195500000003,1.367001105
0.01,3.0392217000000006,1.367001105
0.01,0.9363938850000001,1.461996393
0.01,4.5866044200000005,1.461996393
0.01,3.5244093700000003,1.461996393
0.01,2.5198889850000006,1.473947948
0.01,5.526264130000001,1.473947948
0.01,0.00371314,1.473947948
0.01,1.6594040300000001,1.485915586
0.01,2.6181202100000003,1.485915586
0.01,0.7094560750000001,1.518475181
0.01,3.8561390250000005,1.518475181
0.01,2.47408478,1.518475181
0.01,1.5650205650000002,1.468179938
0.01,1.7783898200000001,1.468179938
0.01,1.6731216900000003,1.468179938
0.01,1.8410139200000004,1.461755639
0.01,0.7622392450000001,1.461755639
0.01,0.255551485,1.461755639
0.01,0.12090966999999998,1.525240068
0.01,0.716584145,1.525240068
0.01,0.749089035,1.566644172
0.01,0.28045202,1.612063902
0.01,3.15937136,1.690394012
0.01,2.070159335,1.633856905
0.01,1.3892257700000004,1.751939294
0.01,2.5285081050000002,1.751939294
0.01,3.3679982250000005,1.751939294
0.01,2.278011705,1.751939294
0.01,0.8675073750000001,1.693386587
0.01,0.420759825,1.784961042
0.01,1.1223278200000002,1.865208173
0.02,0.563900625,2.006332266
0.02,0.30627615500000005,2.091181186
0.02,1.1719508150000002,2.091181186
0.02,3.816775305,2.091181186
0.02,1.8192445900000003,1.983331553
0.02,2.4836275000000003,1.983331553
0.02,1.6531126500000002,1.983331553
0.02,0.24723057500000006,1.916684481
0.02,0.8585610750000002,1.916684481
0.02,1.4969997150000003,1.916684481
0.02,0.71852251,1.823894014
0.02,1.577843595,1.888915868
0.02,1.6665610700000002,1.908357885
0.02,0.5879355,1.908357885
0.02,1.8196629350000002,1.996386044
0.02,0.88880042,2.024266573
0.02,2.677464,2.199259929
0.02,0.4591087800000001,2.167379658
0.02,2.0716503850000003,2.167379658
0.02,3.076916295,2.167379658
0.02,4.403830660000001,2.102412755
0.02,0.8986413500000001,1.976743945
0.02,1.689075925,1.976743945
0.02,0.23351291500000004,2.084306361
0.02,0.3856000150000001,2.084306361
0.02,0.231098265,2.084306361
0.02,0.042927754999999984,2.106435474
0.02,2.13710748,2.106435474
0.02,0.17223076000000004,2.104244616
0.02,1.9160137350000004,2.104244616
0.02,0.10063138999999997,2.199616159
0.02,1.2723274500000001,2.199616159
0.02,4.2530855050000005,2.076704938
0.02,1.33969394,2.076704938
0.02,1.5884300500000004,2.070237509
0.02,3.1510504500000005,1.958360306
0.02,3.7107616500000002,1.958360306
0.02,0.16653579999999998,1.958360306
0.02,1.503262125,2.022473805
0.02,0.28525235000000004,2.042702383
0.02,0.7173586400000002,1.959597103
0.02,2.19824053,1.959597103
0.02,4.07755995,1.865998401
0.02,3.4362593450000003,1.743133871
0.02,2.5577616550000006,1.655604923
0.02,0.26422854500000004,1.655604923
0.02,1.282615695,1.655604923
0.02,3.341726775,1.676326547
0.02,2.0570380950000002,1.578361828
0.02,4.405441845,1.578361828
0.02,0.11926951499999998,1.401669327
0.02,0.7396954200000001,1.402367007
0.02,0.7112163650000001,1.402367007
0.02,1.3526660750000001,1.377819947
0.02,2.9321353400000003,1.377819947
0.02,2.4728919400000002,1.377819947
0.02,0.85033133,1.387225296
0.02,0.9008779250000001,1.417052738
0.02,1.0186708750000002,1.48366484
0.02,0.24645608,1.48366484
0.02,0.9217526250000001,1.531276421
0.02,0.6995861750000001,1.48914022
0.02,2.8739843900000004,1.48914022
0.02,4.0608601900000005,1.48914022
0.02,2.44247452,1.46739014
0.02,3.68869411,1.418635921
0.02,1.3665618100000003,1.299159174
0.02,1.1178546700000003,1.299159174
0.02,1.3763737700000003,1.27695635
0.02,1.9701098800000003,1.218874706
0.02,0.217380605,1.218874706
0.02,2.2098996900000003,1.268949412
0.02,3.30251216,1.268949412
0.02,0.22546124500000003,1.161919793
0.02,1.2474269150000001,1.161919793
0.02,0.563034965,1.161919793
0.02,3.2129290250000007,1.195191173
0.02,2.2207843550000006,1.195191173
0.02,0.9493370500000001,1.195191173
0.02,3.53481775,1.195191173
0.02,0.023544104999999982,1.05756608
0.02,0.23303663,1.05756608
0.02,2.2995117950000004,1.10909917
0.02,1.23621507,1.10909917
0.02,0.16832506,1.034809415
0.02,0.5882337100000001,1.223259497
0.02,3.0407127500000004,1.223259497
0.02,3.112403285,1.223259497
0.02,1.867376535,1.077155235
0.02,0.463702065,1.024473815
0.02,2.5999583700000004,1.208429623
0.02,0.419865195,1.136370368
0.02,1.2289089250000003,1.18413738
0.02,0.08008387,1.18413738
0.02,0.6636808400000002,1.262998345
0.02,3.4124025450000004,1.37115288
0.02,2.6653864950000004,1.37115288
0.02,2.4366883950000005,1.37115288
0.02,3.8064870600000003,1.37115288
0.02,2.0312429300000003,1.377119029
0.02,1.413529885,1.346368331
0.02,0.8518223800000001,1.342170734
0.02,0.960519925,1.342170734
0.02,3.4650366100000003,1.294261434
0.02,0.9743866900000001,1.294261434
0.02,1.55652158,1.294261434
0.02,0.022500369999999964,1.276777424
0.02,2.682682675,1.276777424
0.02,0.29270760000000007,1.249401746
0.02,1.151076115,1.249401746
0.02,0.688552405,1.266976255
0.02,1.5125066350000003,1.308292245
0.02,3.1130286750000007,1.308292245
0.02,1.032388535,1.308292245
0.02,2.6831299900000003,1.329515607
0.02,0.3031449500000001,1.329515607
0.02,0.22289748999999998,1.329515607
0.02,0.85510269,1.280484162
0.02,0.057241835,1.313205814
0.02,3.6578293750000004,1.368684343
0.02,0.8958373250000001,1.368684343
0.02,3.901197705000001,1.345346906
0.02,2.0570380950000002,1.345346906
0.02,3.7305926150000004,1.345346906
0.02,1.5056478050000002,1.345346906
0.02,0.3337114750000001,1.345346906
0.02,0.6434025600000001,1.345346906
0.02,2.9321643100000006,1.345346906
0.02,2.5749087300000006,1.44392606
0.02,4.809665500000001,1.44392606
0.02,1.8904878100000002,1.505636409
0.02,0.19054170499999998,1.502242748
0.02,0.10256975499999998,1.484870663
0.02,0.04757898,1.436916499
0.02,3.18352637,1.514101917
0.02,4.068166335000001,1.415900478
0.02,0.5959582000000001,1.354841209
0.02,0.774735095,1.301880778
0.02,0.14658470000000007,1.331166649
0.02,3.223039195,1.331166649
0.02,0.055481545,1.219880029
0.02,0.42642581500000004,1.292654934
0.02,0.45281740000000004,1.292654934
0.02,2.6806241750000006,1.393480399
0.02,2.88531637,1.393480399
0.02,0.9773687900000001,1.229571854
0.02,0.031177430000000034,1.229571854
0.02,1.6563929600000002,1.229571854
0.02,1.466611265,1.229571854
0.02,0.854357165,1.21475689
0.02,1.9370085700000002,1.238783539
0.02,0.8745153100000002,1.302924541
0.02,0.19397112,1.302924541
0.02,2.1943927700000003,1.376854769
0.02,0.7441975400000002,1.376854769
0.02,0.3836616500000001,1.376854769
0.02,0.17580928000000007,1.29458398
0.02,2.272047505,1.245173549
0.02,0.13063046500000003,1.180993927
0.02,1.414693755,1.180993927
0.02,3.3362388600000004,1.165413938
0.02,1.3877057500000003,1.246861061
0.02,0.31209125000000004,1.24156165
0.02,1.0269006200000002,1.224947513
0.02,0.34638540000000007,1.276966072
0.02,0.23067992000000004,1.388688182
0.02,0.64307538,1.379318787
0.02,3.962628965000001,1.382449992
0.02,0.77846272,1.382449992
0.02,0.24678326000000006,1.412649355
0.02,1.041960225,1.44593322
0.02,3.0992820450000003,1.418262213
0.02,1.2427756900000002,1.434130115
0.02,1.4706371000000003,1.38308205
0.02,2.8189936150000006,1.330783532
0.02,0.8460072850000001,1.289766293
0.02,1.3507277100000001,1.289766293
0.02,2.824034215,1.289766293
0.02,2.7921257450000003,1.222574774
0.02,2.431291645,1.222574774
0.02,1.44794417,1.172211571
0.02,1.189545205,1.160223198
0.02,0.573741555,1.158890379
0.02,0.8989395600000001,1.186754609
0.02,1.9719281100000003,1.213489919
0.02,0.31683364,1.213489919
0.02,0.348593005,1.256187837
0.02,2.0303772700000002,1.301567579
0.02,0.5671809350000001,1.298682762
0.02,5.354793380000001,1.298682762
0.02,1.4642255850000003,1.298682762
0.02,1.3619395550000002,1.298582748
0.02,3.00668784,1.298582748
0.02,0.18594842000000006,1.314252328
0.02,0.0988711,1.363888922
0.02,3.1850174200000003,1.489207173
0.02,1.1840572900000002,1.489207173
0.02,0.9948430450000002,1.441892815
0.02,2.7057939500000003,1.441892815
0.02,0.7674579200000001,1.441892815
0.02,2.26503957,1.418284033
0.02,2.9138243950000007,1.383002553
0.02,0.7417828900000001,1.383002553
0.02,0.7926276950000001,1.383002553
0.02,0.7390990000000001,1.399741335
0.02,0.060522145,1.399741335
0.02,0.45460666,1.455542135
0.02,3.0964490500000004,1.499061069
0.02,0.2537911950000001,1.499061069
0.02,0.8497638800000001,1.48425106
0.02,2.468567895,1.48425106
0.02,1.156771075,1.508126498
0.02,0.94250719,1.523402821
0.02,2.213300135,1.549807168
0.02,3.511408265,1.518212265
0.02,1.191930885,1.418552465
0.02,0.708830685,1.39515789
0.02,1.1146944950000002,1.485597528
0.02,0.15177440499999997,1.485597528
0.02,2.111610525,1.485597528
0.02,0.46086907,1.452649476
0.02,1.76735605,1.507748387
0.02,0.260024635,1.543225484
0.02,0.127917605,1.618707887
0.02,0.305352555,1.711882279
0.02,1.2198135200000002,1.805650928
0.02,0.6735217700000001,1.805650928
0.02,1.144246255,1.783631552
0.02,1.4032126700000003,1.826257239
0.02,1.7730220400000003,1.826257239
0.02,0.28134665000000003,1.826257239
0.02,0.5922305750000001,1.826257239
0.02,3.8008500400000007,1.826257239
0.02,1.774931435,1.826257239
0.02,2.2714510850000003,1.829923368
0.02,0.7242174700000001,1.867064238
0.02,3.1704051300000002,1.893158494
0.02,1.24098643,1.893158494
0.02,4.8485819050000005,1.819204224
0.02,2.5320866250000003,1.771228168
0.02,1.29648246,1.676727379
0.02,2.8100473150000003,1.699094728
0.02,3.3514186,1.685307591
0.02,2.45589397,1.587301061
0.02,2.981190885,1.533014004
0.02,4.597190875000001,1.381141243
0.02,0.353662575,1.381141243
0.02,5.647188285000001,1.372297453
0.02,0.26646512000000006,1.372297453
0.02,0.851673275,1.372297453
0.02,1.4682224500000003,1.343939545
0.02,2.1524652950000003,1.395446781
0.02,0.8014538600000001,1.395446781
0.02,1.801472125,1.395446781
0.02,1.5196636750000003,1.4726744
0.02,1.6986186450000003,1.4726744
0.02,0.7333128750000001,1.4726744
0.02,1.1564438950000002,1.4726744
0.02,1.143620865,1.408469308
0.02,1.3011047150000001,1.424048628
0.02,3.04157841,1.393881869
0.02,0.45582847000000004,1.296958543
0.02,1.4024671450000001,1.307218729
0.02,0.3375882050000001,1.307218729
0.02,3.7809901050000003,1.249183932
0.02,0.724039395,1.249183932
0.02,2.51762344,1.278358628
0.02,0.48487497500000004,1.205460698
0.02,2.0068186800000003,1.205460698
0.02,1.6091266750000002,1.205460698
0.02,0.10215141000000005,1.159248584
0.02,2.405943795,1.131045686
0.02,4.431684325000001,1.063744397
0.02,0.7742877800000001,1.063744397
0.02,0.48591871000000003,1.063744397
0.02,0.7569916000000001,1.063744397
0.02,1.45334092,1.063744397
0.02,1.0971290750000002,1.042100146
0.02,0.030431905000000037,1.065218227
0.02,1.1677758750000002,1.032413798
0.02,1.9200395700000001,1.032413798
0.02,0.8157679400000001,1.032413798
0.03,0.7036120100000001,1.032413798
0.03,2.5617874900000004,1.032413798
0.03,2.38703643,1.049843679
0.03,2.284572325,0.982984042
0.03,0.4860967850000001,0.952991571
0.03,0.05771812,1.03584773
0.03,1.00361127,1.04475715
0.03,0.07021397,1.046814444
0.03,0.6182038150000001,1.094341663
0.03,1.45092627,1.094341663
0.03,1.0664134450000002,1.037845778
0.03,3.7471432700000005,1.037845778
0.03,0.5512267,1.037845778
0.03,0.25274746000000003,1.120569232
0.03,0.21216193,1.141974989
0.03,1.2101216950000002,1.136154174
0.03,1.1160364400000002,1.136154174
0.03,0.39794676,1.136154174
0.03,2.219562545,1.135273744
0.03,2.2494125150000004,1.098118198
0.03,0.8011556500000001,1.098118198
0.03,3.11434165,1.120722326
0.03,0.9826164350000001,0.995203026
0.03,3.1355145600000003,1.014057622
0.03,3.6954038350000005,1.014057622
0.03,0.316982745,1.014057622
0.03,1.9687679350000002,1.045742844
0.03,0.88104696,1.045742844
0.03,3.1015186200000002,1.053585505
0.03,1.4816419,1.053585505
0.03,1.4069692650000003,1.003287418
0.03,0.204557575,1.003287418
0.03,0.9554503550000001,1.04322391
0.03,0.6304304250000001,1.05313819
0.03,0.8284418650000002,1.009205341
0.03,2.0539068900000004,1.009205341
0.03,0.8519714850000001,1.009205341
0.03,0.373642645,0.968614271
0.03,0.62339352,0.995658435
0.03,1.127219315,1.013385336
0.03,0.7611665400000001,0.963144051
0.03,1.5199618850000003,0.963144051
0.03,1.3556481750000002,0.963144051
0.03,0.7679052350000001,0.963144051
0.03,2.1347218000000003,0.953061848
0.03,1.48134369,0.953061848
0.03,0.409129635,0.92790557
0.03,1.0584819100000002,0.953844367
0.03,2.4815690000000004,0.953844367
0.03,0.2596062900000001,0.957627166
0.03,0.6476976350000001,0.953280045
0.03,1.39844131,0.953280045
0.03,0.028791750000000033,0.932081889
0.03,1.68472291,0.932081889
0.03,2.69297092,0.894449838
0.03,0.244815925,0.799790834
0.03,0.7110672600000001,0.830622773
0.03,1.020758345,0.814010742
0.03,0.3890294300000001,0.802524764
0.03,0.32100858,0.802524764
0.03,2.6041333100000004,0.830849246
0.03,2.6429006100000003,0.946088029
0.03,2.20569578,1.045704217
0.03,1.570090135,1.012563669
0.03,0.0899248,0.981589976
0.03,0.6265247250000001,1.005695285
0.03,0.3730751950000001,1.005695285
0.03,0.37945774,1.005695285
0.03,1.43929608,1.128781462
0.03,1.5055276700000002,1.106185381
0.03,1.595409015,1.106185381
0.03,0.35291705,1.053410494
0.03,1.42885873,1.094615991
0.03,5.231036230000001,1.07372582
0.03,1.8378537450000003,1.129550415
0.03,1.4318698000000003,1.129550415
0.03,1.4554283900000002,1.129550415
0.03,1.4095040500000002,1.129550415
0.03,2.3577828800000002,1.129550415
0.03,0.42538208,1.129550415
0.03,0.8121894200000002,1.173560936
0.03,1.3401412550000003,1.218978332
0.03,1.25142378,1.218978332
0.03,0.08661552,1.216950491
0.03,0.5396254800000001,1.362048294
0.03,0.6189493400000001,1.285700138
0.03,0.07561072,1.285700138
0.03,0.7795354250000002,1.361330727
0.03,1.8135496300000002,1.407903138
0.03,0.072152335,1.407903138
0.03,0.7412154400000002,1.421655881
0.03,1.4718009700000003,1.50179408
0.03,1.1856974450000002,1.50179408
0.03,0.741335575,1.50179408
0.03,1.0073388950000002,1.504121775
0.03,1.8470982550000001,1.436743851
0.03,2.1430716800000003,1.436743851
0.03,0.8123385250000001,1.436743851
0.03,1.033283165,1.436743851
0.03,0.86199049,1.459158334
0.03,0.7598245950000001,1.494285854
0.03,1.1418605750000004,1.494285854
0.03,0.30714181500000004,1.455801862
0.03,1.9928028100000001,1.455801862
0.03,1.4658367700000001,1.455801862
0.03,1.4599015400000002,1.455801862
0.03,0.514994185,1.429492639
0.03,1.1373584550000002,1.480298109
0.03,0.7826666300000001,1.456615579
0.03,3.3026902350000005,1.456615579
0.03,2.905147335,1.486823086
0.03,2.83879561,1.412174441
0.03,1.576025365,1.33291771
0.03,3.4368557650000002,1.318617259
0.03,0.52382035,1.318617259
0.03,1.6841264900000001,1.368292066
0.03,0.4410670750000001,1.368292066
0.03,2.595008935,1.368292066
0.03,1.03256661,1.286510942
0.03,0.24529221000000007,1.302335952
0.03,0.64546106,1.238999393
0.03,1.7246830500000003,1.278568615
0.03,0.051277634999999974,1.278568615
0.03,2.022743945,1.20165791
0.03,3.4127007550000004,1.293916628
0.03,1.3351006550000002,1.293916628
0.03,0.8163353900000001,1.293916628
0.03,1.1342562200000001,1.277453804
0.03,1.4917810400000002,1.277453804
0.03,1.6189676050000004,1.277453804
0.03,1.94565666,1.277453804
0.03,1.3389773850000002,1.235691126
0.03,1.7421283350000003,1.235691126
0.03,2.40818037,1.235691126
0.03,0.064129635,1.157525176
0.03,2.3018685050000003,1.235624858
0.03,0.24961625500000006,1.235624858
0.03,2.153061715,1.235624858
0.03,1.8639471200000002,1.118918244
0.03,0.305948975,1.118918244
0.03,2.86414346,1.256318502
0.03,0.6050825750000001,1.132639659
0.03,1.0289880900000004,1.212779842
0.03,0.78323408,1.23366813
0.03,0.223941225,1.26584199
0.05,0.6420606150000001,1.336730768
0.05,0.24633594500000006,1.253819117
0.05,0.14240976000000005,1.253819117
0.05,0.9888788450000002,1.253819117
0.05,0.6630844200000001,1.253819117
0.05,0.6863158300000001,1.193887622
0.05,0.801573995,1.193887622
0.05,1.3904186100000002,1.208809252
0.05,0.41064965500000006,1.208809252
0.05,1.7434702800000004,1.208809252
0.05,0.95592664,1.272729707
0.05,0.018176324999999965,1.219602769
0.05,1.030330035,1.219602769
0.05,1.0500118950000004,1.231432314
0.05,2.06076572,1.182596712
0.05,2.5922049100000004,1.127711149
0.05,0.47223002000000014,1.127711149
0.05,3.3031085800000004,1.127711149
0.05,0.4716336000000001,1.127711149
0.05,0.9153411100000001,1.127711149
0.05,0.7074887400000001,1.127711149
0.05,2.6181202100000003,1.127711149
0.05,1.8936479850000003,1.125436871
0.05,1.26994177,1.125436871
0.05,0.288951005,1.30952015
0.05,1.6809952850000003,1.412078078
0.05,1.9143446100000001,1.412078078
0.05,0.047997325,1.363383222
0.05,3.498883445,1.440758863
0.05,0.15329442500000007,1.312126077
0.05,1.2702399800000004,1.244396349
0.05,1.01404862,1.178493022
0.05,0.7716038900000001,1.188166222
0.05,0.9867624050000001,1.188166222
0.05,0.21293642500000004,1.188166222
0.05,1.0567216200000003,1.193188148
0.05,1.4806271350000002,1.34319376
0.05,3.3099963800000003,1.34319376
0.05,0.5196454100000001,1.384574332
0.05,1.7759751700000002,1.464679229
0.05,1.4070894000000003,1.427597922
0.05,1.3620596900000002,1.427597922
0.05,0.519169125,1.427597922
0.05,0.5752326050000001,1.470856436
0.05,2.22955258,1.470856436
0.05,0.7692471800000001,1.432921629
0.05,2.25460222,1.432921629
0.05,1.52610416,1.387572791
0.05,0.24022264000000004,1.380281667
0.06,1.216384105,1.339298599
0.06,0.093056005,1.345767783
0.06,0.6259572750000001,1.360323615
0.06,0.7200425300000001,1.360323615
0.06,2.8127312050000004,1.360323615
0.06,0.294915205,1.380241384
0.06,3.5634459100000004,1.437363814
0.06,1.04032007,1.43946589
0.06,0.7928057700000001,1.460473564
0.06,1.1835810050000002,1.405803987
0.06,2.29545699,1.405803987
0.06,0.052768685,1.358980145
0.06,1.5363924050000004,1.431547448
0.06,1.3547535450000003,1.431547448
0.06,0.40122707,1.383613861
0.06,0.9878351100000001,1.426603186
0.06,1.8720277600000004,1.414220965
0.06,0.2546858250000001,1.414220965
0.06,3.3295001650000002,1.371089611
0.06,2.4629308750000005,1.35679884
0.06,1.5651407000000002,1.404183649
