Timestamp (seconds),Torque [Raw Reading],Torque [Absolute Value]
0.01,-0.117838995,0.117838995
0.011,-0.14839732,0.14839732
0.011,-0.16285662500000003,0.16285662500000003
0.011,-0.18327853,0.18327853
0.011,-0.216818155,0.216818155
0.011,-0.20235885000000003,0.20235885000000003
0.011,-0.189688325,0.189688325
0.011,-0.15152768500000002,0.15152768500000002
0.011,-0.186110765,0.186110765
0.03,-0.17284398,0.17284398
0.03,-0.17761406000000002,0.17761406000000002
0.03,-0.11619928000000002,0.11619928000000002
0.03,-0.09920587,0.09920587
0.03,-0.15152768500000002,0.15152768500000002
0.03,-0.21711628500000002,0.21711628500000002
0.03,-0.212048075,0.212048075
0.03,-0.16270756000000003,0.16270756000000003
0.03,-0.14079500500000003,0.14079500500000003
0.03,-0.17642154,0.17642154
0.03,-0.192073365,0.192073365
0.03,-0.183427595,0.183427595
0.03,-0.13453427499999998,0.13453427499999998
0.03,-0.15704309,0.15704309
0.03,-0.17642154,0.17642154
0.03,-0.126186635,0.126186635
0.03,-0.126186635,0.126186635
0.03,-0.220693845,0.220693845
0.05,-0.14705573500000002,0.14705573500000002
0.05,-0.17791219000000003,0.17791219000000003
0.052,-0.201017265,0.201017265
0.052,-0.19609812,0.19609812
0.052,-0.18447105000000003,0.18447105000000003
0.052,-0.131254845,0.131254845
0.052,-0.14869545,0.14869545
0.052,-0.15883186999999999,0.15883186999999999
0.052,-0.20742706,0.20742706
0.052,-0.14839732,0.14839732
0.052,-0.17388743500000003,0.17388743500000003
0.052,-0.16658325000000002,0.16658325000000002
0.052,-0.15674496,0.15674496
0.052,-0.17671967,0.17671967
0.052,-0.17493089,0.17493089
0.052,-0.167626705,0.167626705
0.052,-0.154508985,0.154508985
0.052,-0.167626705,0.167626705
0.052,-0.14750293000000003,0.14750293000000003
0.052,-0.11947870999999999,0.11947870999999999
0.052,-0.14839732,0.14839732
0.052,-0.16673231500000002,0.16673231500000002
0.052,-0.2664568,0.2664568
0.052,-0.25810916,0.25810916
0.052,-0.0935414,0.0935414
0.052,-0.17970097000000002,0.17970097000000002
0.052,-0.33741174,0.33741174
0.052,-0.368864455,0.368864455
0.052,-0.339945845,0.339945845
0.052,-0.247227415,0.247227415
0.052,-0.36573409,0.36573409
0.052,-0.33711361,0.33711361
0.052,-0.41760871,0.41760871
0.052,-0.42029188000000006,0.42029188000000006
0.052,-0.23604754,0.23604754
0.071,-0.32667906,0.32667906
0.071,-0.42714887,0.42714887
0.071,-0.41924842500000004,0.41924842500000004
0.071,-0.45517309000000006,0.45517309000000006
0.071,-0.36752287000000006,0.36752287000000006
0.071,-0.38749758,0.38749758
0.071,-0.52940746,0.52940746
0.071,-0.49243934,0.49243934
0.071,-0.55325786,0.55325786
0.071,-0.43162082,0.43162082
0.071,-0.49720942,0.49720942
0.071,-0.545357415,0.545357415
0.071,-0.5690587500000001,0.5690587500000001
0.071,-0.610349755,0.610349755
0.071,-0.557580745,0.557580745
0.071,-0.58456151,0.58456151
0.071,-0.5656302550000001,0.5656302550000001
0.071,-0.571294725,0.571294725
0.071,-0.676534615,0.676534615
0.071,-0.5526616000000001,0.5526616000000001
0.071,-0.51837665,0.51837665
0.071,-0.64090808,0.64090808
0.071,-0.5346247350000001,0.5346247350000001
0.071,-0.55951859,0.55951859
0.071,-0.4866258050000001,0.4866258050000001
0.071,-0.49378092500000004,0.49378092500000004
0.071,-0.48170666000000006,0.48170666000000006
0.071,-0.46978146,0.46978146
0.071,-0.5174822600000001,0.5174822600000001
0.071,-0.37542331500000004,0.37542331500000004
0.071,-0.478874425,0.478874425
0.071,-0.43191895,0.43191895
0.071,-0.4483161,0.4483161
0.071,-0.5127121800000001,0.5127121800000001
0.091,-0.391820465,0.391820465
0.091,-0.4341549250000001,0.4341549250000001
0.091,-0.405236315,0.405236315
0.091,-0.412987695,0.412987695
0.091,-0.46203008,0.46203008
0.091,-0.341138365,0.341138365
0.091,-0.39032981499999997,0.39032981499999997
0.091,-0.38526160500000006,0.38526160500000006
0.091,-0.47604219000000003,0.47604219000000003
0.091,-0.41954655500000004,0.41954655500000004
0.091,-0.413882085,0.413882085
0.091,-0.42834139000000004,0.42834139000000004
0.091,-0.44608012500000005,0.44608012500000005
0.091,-0.4778309700000001,0.4778309700000001
0.091,-0.44801797,0.44801797
0.091,-0.421931595,0.421931595
0.091,-0.44086285000000003,0.44086285000000003
0.091,-0.45025394500000004,0.45025394500000004
0.091,-0.488414585,0.488414585
0.091,-0.399869975,0.399869975
0.091,-0.4998925900000001,0.4998925900000001
0.091,-0.44697451500000007,0.44697451500000007
0.091,-0.487818325,0.487818325
0.091,-0.436241835,0.436241835
0.091,-0.4645641850000001,0.4645641850000001
0.091,-0.46292447000000003,0.46292447000000003
0.091,-0.448167035,0.448167035
0.091,-0.5176313250000001,0.5176313250000001
0.091,-0.425509155,0.425509155
0.091,-0.46143382,0.46143382
0.091,-0.45845252000000003,0.45845252000000003
0.091,-0.45457683000000004,0.45457683000000004
0.091,-0.47932162,0.47932162
0.091,-0.439819395,0.439819395
0.091,-0.45278805,0.45278805
0.091,-0.465160445,0.465160445
0.091,-0.502128565,0.502128565
0.091,-0.4781291000000001,0.4781291000000001
0.091,-0.43013017,0.43013017
0.111,-0.48632767500000007,0.48632767500000007
0.111,-0.511072465,0.511072465
0.111,-0.48289918,0.48289918
0.111,-0.44145911000000004,0.44145911000000004
0.111,-0.474104345,0.474104345
0.111,-0.41880123,0.41880123
0.111,-0.52314673,0.52314673
0.111,-0.427596065,0.427596065
0.111,-0.41134798000000006,0.41134798000000006
0.111,-0.466352965,0.466352965
0.111,-0.48096133500000005,0.48096133500000005
0.111,-0.483942635,0.483942635
0.111,-0.445185735,0.445185735
0.111,-0.479470685,0.479470685
0.111,-0.50764397,0.50764397
0.111,-0.555195705,0.555195705
0.111,-0.43251521000000004,0.43251521000000004
0.111,-0.501830435,0.501830435
0.111,-0.48319731,0.48319731
0.111,-0.49825287500000004,0.49825287500000004
0.111,-0.519121975,0.519121975
0.111,-0.49422812000000005,0.49422812000000005
