Timestamp (seconds),Torque [Raw Reading],Torque [Absolute Value]
0.009,-0.23261904500000002,0.23261904500000002
0.009,-0.266605865,0.266605865
0.009,-0.2754007,0.2754007
0.01,-0.24856900000000004,0.24856900000000004
0.019,-0.25721477000000004,0.25721477000000004
0.019,-0.218756,0.218756
0.019,-0.25125217,0.25125217
0.019,-0.251997495,0.251997495
0.019,-0.25915261500000003,0.25915261500000003
0.019,-0.1680739,0.1680739
0.019,-0.174185565,0.174185565
0.019,-0.18953926,0.18953926
0.019,-0.21771254500000004,0.21771254500000004
0.019,-0.293139435,0.293139435
0.029,-0.22352608000000002,0.22352608000000002
0.029,-0.23604754,0.23604754
0.029,-0.216818155,0.216818155
0.029,-0.2545316,0.2545316
0.03,-0.22799803000000002,0.22799803000000002
0.03,-0.25661851,0.25661851
0.03,-0.25691664000000003,0.25691664000000003
0.03,-0.25080497500000004,0.25080497500000004
0.03,-0.267202125,0.267202125
0.03,-0.24111575000000002,0.24111575000000002
0.03,-0.26079233,0.26079233
0.03,-0.24782367500000002,0.24782367500000002
0.03,-0.257661965,0.257661965
0.03,-0.27882919500000003,0.27882919500000003
0.03,-0.253190015,0.253190015
0.03,-0.29090346,0.29090346
0.03,-0.225463925,0.225463925
0.04,-0.22024665,0.22024665
0.04,-0.21040836000000002,0.21040836000000002
0.04,-0.202806045,0.202806045
0.04,-0.22919055,0.22919055
0.04,-0.277338545,0.277338545
0.04,-0.205489215,0.205489215
0.04,-0.25810916,0.25810916
0.04,-0.25482973000000003,0.25482973000000003
0.04,-0.21756348000000003,0.21756348000000003
0.04,-0.21786161000000004,0.21786161000000004
0.04,-0.30014549,0.30014549
0.04,-0.21428405,0.21428405
0.04,-0.21935226000000002,0.21935226000000002
0.04,-0.29910203500000004,0.29910203500000004
0.04,-0.276146025,0.276146025
0.04,-0.253488145,0.253488145
0.04,-0.218308805,0.218308805
0.05,-0.29656793000000004,0.29656793000000004
0.05,-0.28106517000000003,0.28106517000000003
0.05,-0.203700435,0.203700435
0.05,-0.19281869000000001,0.19281869000000001
0.05,-0.28941281,0.28941281
0.05,-0.25661851,0.25661851
0.05,-0.19088084500000002,0.19088084500000002
0.05,-0.28822029,0.28822029
0.05,-0.25333908,0.25333908
0.05,-0.237687255,0.237687255
0.05,-0.273164725,0.273164725
0.05,-0.21726535000000002,0.21726535000000002
0.05,-0.18357666,0.18357666
0.05,-0.240966685,0.240966685
0.05,-0.23127746,0.23127746
0.05,-0.31058004,0.31058004
0.06,-0.24156294500000003,0.24156294500000003
0.06,-0.17850844999999999,0.17850844999999999
0.06,-0.225165795,0.225165795
0.06,-0.21815974,0.21815974
0.06,-0.24976152000000001,0.24976152000000001
0.06,-0.30744967500000003,0.30744967500000003
0.06,-0.19341495000000003,0.19341495000000003
0.06,-0.235600345,0.235600345
0.06,-0.25259375500000003,0.25259375500000003
0.06,-0.27450631000000003,0.27450631000000003
0.06,-0.298207645,0.298207645
0.06,-0.20265698,0.20265698
0.06,-0.283897405,0.283897405
0.06,-0.22889241999999999,0.22889241999999999
0.06,-0.28225769,0.28225769
0.06,-0.301487075,0.301487075
0.06,-0.23291717500000003,0.23291717500000003
0.07,-0.275847895,0.275847895
0.07,-0.15763935,0.15763935
0.07,-0.290456265,0.290456265
0.07,-0.24022136,0.24022136
0.07,-0.23455689000000002,0.23455689000000002
0.07,-0.25304095,0.25304095
0.07,-0.214433115,0.214433115
0.07,-0.24350079000000002,0.24350079000000002
0.07,-0.21011023,0.21011023
0.07,-0.22233355999999999,0.22233355999999999
0.07,-0.24081762,0.24081762
0.07,-0.289561875,0.289561875
0.07,-0.283897405,0.283897405
0.07,-0.268692775,0.268692775
0.07,-0.28225769,0.28225769
0.07,-0.31803329,0.31803329
0.07,-0.23485502000000003,0.23485502000000003
0.08,-0.20534015,0.20534015
0.08,-0.22292982,0.22292982
0.08,-0.20876864500000003,0.20876864500000003
0.08,-0.24991058500000002,0.24991058500000002
0.081,-0.198334095,0.198334095
0.081,-0.24603489500000003,0.24603489500000003
0.081,-0.21994852000000004,0.21994852000000004
0.081,-0.2247186,0.2247186
0.081,-0.2754007,0.2754007
0.081,-0.22829616000000003,0.22829616000000003
0.081,-0.24543863500000002,0.24543863500000002
0.081,-0.21279340000000002,0.21279340000000002
0.081,-0.19013552,0.19013552
0.081,-0.24320266000000001,0.24320266000000001
0.081,-0.21040836000000002,0.21040836000000002
0.081,-0.17910471,0.17910471
0.09,-0.24812180500000003,0.24812180500000003
0.09,-0.19669438,0.19669438
0.09,-0.21711628500000002,0.21711628500000002
0.09,-0.26466802,0.26466802
0.09,-0.22263169,0.22263169
0.091,-0.231724655,0.231724655
0.091,-0.22591112000000002,0.22591112000000002
0.091,-0.26839464500000004,0.26839464500000004
0.091,-0.233811565,0.233811565
0.091,-0.297611385,0.297611385
0.091,-0.28345021000000004,0.28345021000000004
0.091,-0.20817238500000002,0.20817238500000002
0.091,-0.27465537500000003,0.27465537500000003
0.091,-0.265413345,0.265413345
0.091,-0.244842375,0.244842375
0.1,-0.237985385,0.237985385
0.1,-0.18685609000000003,0.18685609000000003
0.1,-0.25572412,0.25572412
0.1,-0.283897405,0.283897405
0.101,-0.240072295,0.240072295
0.101,-0.2008682,0.2008682
