Timestamp (seconds),Torque [Pound-inches],Torque [Raw Reading]
0.01,2.9584570480880004,0.0002597406203
0.01,4.220222444672002,0.0002891113232
0.01,2.1198423373520026,0.00024021979370000002
0.01,2.726191776080002,0.00025433407300000003
0.01,0.8933074701680006,0.00021166916830000002
0.01,2.5069938277040027,0.00024923169990000003
0.01,-0.424314329391998,0.00018099826980000003
0.01,-1.768198887231999,0.0001497160408
0.01,0.3949556179280016,0.00020006879930000002
0.01,1.0162940455280012,0.00021453198430000002
0.01,-0.5139920405919982,0.00017891079980000003
0.01,-1.5368303923359985,0.0001551017134
0.01,-0.2608446729759981,0.00018480342940000003
0.02,-1.2722811442959978,0.00016125974990000003
0.02,-4.555766484375999,8.482852690000001e-05
0.02,3.118595818088002,0.00026346824530000003
0.02,0.6890985106640013,0.00020691570090000002
0.02,1.4376511771520004,0.0002243401112
0.02,-0.9227942926479988,0.0001693949187
0.02,-1.1086833768639988,0.00016506789160000002
0.02,-0.43648487591199814,0.00018071497030000002
0.02,-2.606173042887999,0.00013021012470000002
0.02,2.9368062863840017,0.00025923664540000003
0.02,-2.1530443792959986,0.0001407578124
0.02,3.3670030781120026,0.00026925053720000005
0.02,0.5418989532800023,0.00020348926800000002
0.03,1.7931592465520012,0.00023261543870000003
0.03,0.5453579507120008,0.0002035697847
0.03,5.390132242784002,0.0003163438604
0.03,1.9707211147280024,0.00023674862930000003
0.03,0.9946432838240007,0.00021402800940000002
0.03,4.717036964720002,0.00030067590700000004
0.03,2.4599770848320013,0.0002481372692
0.03,2.017994079632002,0.00023784902420000001
0.03,-2.9315750235279987,0.00012263559070000002
0.03,0.9572348671520015,0.00021315723620000002
0.03,-1.1824753220799984,0.00016335020200000002
0.03,3.1674061151840025,0.00026460442540000005
0.03,1.7994366863360014,0.00023276156160000001
0.03,0.7054967207120022,0.00020729740970000003
0.03,0.6505370948480014,0.00020601808880000002
0.03,-1.1796568797279985,0.00016341580820000001
0.04,1.8297989971280018,0.00023346831930000004
0.04,1.5388588797920022,0.00022669597020000002
0.04,1.8382543241840015,0.00023366513790000002
0.04,5.413320336680002,0.0003168836205
0.04,-2.785912798335999,0.00012602623840000002
0.04,-2.448468382191999,0.0001338810898
0.04,-0.7101300060879989,0.00017434520470000002
0.04,-0.32643751316799907,0.0001832765942
0.04,-0.8741121065679991,0.0001705281167
0.04,-0.16565818808799726,0.00018701912970000003
0.04,0.8061919792880019,0.00020964134030000003
0.04,0.05148998403200089,0.00019207378920000002
0.04,0.6245305586000018,0.00020541272250000002
0.04,2.3874662497760006,0.0002464494006
0.04,0.5767451496320017,0.00020430039920000002
0.04,1.6386573612560014,0.00022901902610000002
0.04,-0.13029954767199925,0.00018784218930000001
0.04,0.7472609119280023,0.00020826957430000002
0.05,0.12374459705600138,0.00019375569360000002
0.05,0.36843663761600176,0.00019945150460000003
0.05,0.2282831861120016,0.00019618908720000003
0.05,0.36395275205600264,0.00019934713110000002
0.05,-0.1392673187919975,0.00018763344230000002
0.05,1.080349553528002,0.00021602303430000002
0.05,-0.5926522044159981,0.00017707979040000002
0.05,-0.03613795091199812,0.00019003403280000002
0.05,0.21752186076800228,0.00019593859080000003
0.05,-0.2575137865599979,0.00018488096400000003
0.05,-1.7100364859679988,0.0001510699142
0.05,0.36574630628000193,0.00019938888050000003
0.05,1.3996022054000008,0.00022345442750000002
0.05,0.8822899227920011,0.00021141270770000002
0.05,0.6115913459840012,0.00020511153040000003
0.05,1.249840427696002,0.00021996835260000002
0.05,-0.29415353713599846,0.00018402808340000002
0.06,0.5453579507120008,0.0002035697847
0.06,1.8282616649360026,0.00023343253410000004
0.06,0.09479150744000187,0.00019308173900000003
0.06,0.8087541996080017,0.00020970098230000002
0.06,-0.8563046753439991,0.0001709426286
0.06,1.0332046996400006,0.00021492562150000002
0.06,0.2873423644880013,0.00019756383530000003
0.06,-0.05253616095999902,0.000189652324
0.06,0.31898578544000245,0.00019830041400000002
0.06,0.2913138059840019,0.00019765628040000003
0.06,0.1999706515760007,0.00019553004310000002
0.06,0.3496043182640012,0.00019901313590000002
0.06,0.4602922360880015,0.00020158967030000003
0.06,-0.4405844284239979,0.00018061954310000003
0.06,0.4895015477360012,0.00020226958910000002
0.06,0.3078401270480029,0.00019804097130000003
0.06,-0.8384972441199983,0.00017135714050000003
0.07,0.9427583223440017,0.00021282025890000003
0.07,0.5594501624720021,0.00020389781570000003
0.07,1.8682323019280016,0.00023436294930000002
0.07,-0.08008002939999948,0.0001890111725
0.07,0.743930025512002,0.00020819203970000002
0.07,-0.45224253087999866,0.000180348172
0.07,0.7709614498880022,0.00020882126280000004
0.07,1.6533901280960013,0.00022936196760000002
0.07,-0.5765102163999982,0.00017745553500000003
0.07,-0.5260344760959992,0.0001786304824
0.07,-0.12222855366399799,0.00018803006160000003
0.07,-1.172995106895998,0.00016357087740000002
0.07,2.0036456458400007,0.000237515029
0.07,0.4268552609120011,0.0002008113422
0.07,0.7790324438960017,0.00020900913510000003
0.07,0.14334558250400065,0.00019421195490000002
0.08,0.8993286879200024,0.00021180932700000003
0.08,0.15269768667200267,0.00019442964820000003
0.08,0.18587843981600116,0.00019520201210000002
0.08,0.26146393925600186,0.00019696145110000002
0.08,-0.8450309059359986,0.0001712050534
0.08,0.12348837502400123,0.0001937497294
0.08,0.9216200047040015,0.00021232821240000003
0.08,-1.5753918081519993,0.0001542041013
0.08,0.6890985106640013,0.00020691570090000002
0.08,2.1626314166960015,0.00024121581510000003
0.08,-0.6459463870719979,0.00017583923680000003
