Timestamp (seconds),Torque [Pound-inches],Torque [Raw Reading]
0.01,-2.6079722314159994,0.00019534515290000001
0.01,-2.5949049077839987,0.00019564932710000002
0.01,-2.5870901358079994,0.0001958312352
0.01,-2.5054834186159987,0.00019773083290000002
0.01,-2.5706919257599985,0.00019621294400000002
0.01,-2.548784942023998,0.00019672288310000003
0.01,-2.5993887933439996,0.0001955449536
0.01,-2.594136241688,0.0001956672197
0.01,-2.6037445678879987,0.00019544356220000002
0.01,-2.587730690888,0.0001958163247
0.01,-2.570563814744,0.0001962159261
0.02,-2.5548061597759997,0.00019658272440000002
0.02,-2.610534451735999,0.00019528551090000002
0.02,-2.625395329591999,0.0001949395873
0.02,-2.607331676335999,0.0001953600634
0.02,-2.6124561169759986,0.00019524077940000003
0.02,-2.641665428624,0.00019456086060000002
0.02,-2.628213771943999,0.00019487398110000002
0.02,-2.5778661426559992,0.00019604594640000003
0.02,-2.6004136814719985,0.00019552109680000002
0.02,-2.605666233127998,0.00019539883070000003
0.02,-2.5795315858639984,0.00019600717910000002
0.02,-2.624754774511999,0.0001949544978
0.02,-2.622320665207999,0.0001950111577
0.02,-2.637053432047999,0.00019466821620000001
0.02,-2.5827343612639986,0.00019593262660000003
0.03,-2.5932394645759995,0.0001956880944
0.03,-2.595417351847999,0.00019563739870000001
0.03,-2.585296581584,0.0001958729846
0.03,-2.6006699035039986,0.00019551513260000002
0.03,-2.564158263944,0.0001963650311
0.03,-2.6187335567599987,0.00019509465650000002
0.03,-2.621808221143999,0.00019502308610000002
0.03,-2.6382064311919997,0.0001946413773
0.03,-2.607075454303999,0.00019536602760000002
0.03,-2.6020791246799995,0.0001954823295
0.03,-2.5811970290719994,0.00019596841180000003
0.03,-2.5974671281039985,0.00019558968510000003
0.03,-2.59695468404,0.00019560161350000001
0.03,-2.562492820735999,0.00019640379840000003
0.03,-2.629494882104,0.00019484416010000002
0.03,-2.638334542208,0.00019463839520000002
0.03,-2.5510909403119992,0.00019666920530000002
0.04,-2.594136241688,0.0001956672197
0.04,-2.6275732168639987,0.00019488889160000002
0.04,-2.5840154714239993,0.0001959028056
0.04,-2.601182347567999,0.0001955032042
0.04,-2.596826573023998,0.00019560459560000003
0.04,-2.58478413752,0.00019588491300000002
0.04,-2.667031409791999,0.0001939704048
0.04,-2.610022007671999,0.00019529743930000003
0.04,-2.575944477415998,0.00019609067790000002
0.04,-2.639871874399999,0.00019460261000000002
0.04,-2.604257011951999,0.0001954316338
0.04,-2.6186054457440004,0.0001950976386
0.04,-2.6262921067039997,0.0001949187126
0.04,-2.598620127247999,0.00019556284620000003
0.04,-2.598363905215999,0.00019556881040000003
0.04,-2.5856809146319986,0.00019586403830000002
0.04,-2.611559339863998,0.00019526165410000003
0.05,-2.62962299312,0.000194841178
0.05,-2.624754774511999,0.0001949544978
0.05,-2.618861667775999,0.00019509167440000003
0.05,-2.5435323903679983,0.00019684514920000003
0.05,-2.631416547343999,0.00019479942860000003
0.05,-2.5870901358079994,0.0001958312352
0.05,-2.6004136814719985,0.00019552109680000002
0.05,-2.6114312288479997,0.00019526463620000002
0.05,-2.6717715173839984,0.00019386006710000003
0.05,-2.6151464483119984,0.00019517815530000003
0.05,-2.5911896883199983,0.00019573580800000002
0.05,-2.6277013278799988,0.00019488590950000003
0.05,-2.5828624722799987,0.00019592964450000001
0.05,-2.607331676335999,0.0001953600634
0.05,-2.583631138375999,0.00019591175190000003
0.05,-2.6898351706399986,0.00019343959100000003
0.05,-2.6406405404959994,0.0001945847174
0.06,-2.6123280059599985,0.00019524376150000002
0.06,-2.630007326168,0.00019483223170000001
0.06,-2.630775992263999,0.00019481433910000003
0.06,-2.6018229026479993,0.0001954882937
0.06,-2.5813251400879995,0.0001959654297
0.06,-2.6927817240079985,0.00019337100270000002
0.06,-2.610534451735999,0.00019528551090000002
0.06,-2.5815813621199997,0.0001959594655
0.06,-2.6123280059599985,0.00019524376150000002
0.06,-2.5887555790159986,0.00019579246790000002
0.06,-2.5876025798719997,0.00019581930680000003
0.06,-2.6047694560159993,0.00019541970540000003
0.06,-2.606050566176,0.0001953898844
0.06,-2.616427558471999,0.00019514833430000003
0.06,-2.5770974765599988,0.00019606383900000002
0.06,-2.611943672912,0.00019525270780000001
0.07,-2.5794034748479984,0.00019601016120000003
0.07,-2.6540921971759985,0.00019427159690000003
0.07,-2.6138653381519994,0.00019520797630000002
0.07,-2.601310458583999,0.00019550022210000002
0.07,-2.6107906737679993,0.00019527954670000002
0.07,-2.590933466287998,0.00019574177220000002
0.07,-2.6055381221119998,0.00019540181280000002
0.07,-2.610534451735999,0.00019528551090000002
0.07,-2.6109187847839994,0.00019527656460000003
0.07,-2.610278229703999,0.00019529147510000003
0.07,-2.633978767663999,0.0001947397866
0.07,-2.57645692148,0.00019607874950000002
0.07,-2.595033018799999,0.000195646345
0.07,-2.6034883458559985,0.00019544952640000002
0.07,-2.6006699035039986,0.00019551513260000002
0.07,-2.608740897511998,0.00019532726030000003
0.07,-2.6246266634959987,0.00019495747990000003
0.08,-2.583118694311999,0.0001959236803
0.08,-2.628085660927999,0.00019487696320000003
0.08,-2.5769693655439987,0.00019606682110000003
0.08,-2.6391032083039985,0.00019462050260000003
0.08,-2.6362847659519986,0.00019468610880000003
0.08,-2.5723573689679995,0.00019617417670000003
0.08,-2.577738031639999,0.00019604892850000002
0.08,-2.609893896655999,0.00019530042140000002
0.08,-2.5959297959119993,0.00019562547030000003
0.08,-2.5932394645759995,0.0001956880944
0.08,-2.6215519991119987,0.00019502905030000002
0.08,-2.6125842279919986,0.00019523779730000002
0.08,-2.605410011095998,0.00019540479490000003
0.08,-2.5554467148559983,0.00019656781390000003
0.08,-2.5576246021279996,0.00019651711820000003
0.08,-2.620527110984,0.00019505290710000001
0.08,-2.5884993569839985,0.00019579843210000003
0.09,-2.590677244255998,0.00019574773640000003
0.091,-2.574150923191999,0.00019613242730000003
0.091,-2.598107683183999,0.0001955747746
0.091,-2.580684585007999,0.0001959803402
0.091,-2.598363905215999,0.00019556881040000003
0.091,-2.600926125535999,0.00019550916840000001
0.091,-2.6016947916319992,0.00019549127580000003
0.091,-2.612968561039999,0.00019522885100000002
0.091,-2.5737665901439986,0.00019614137360000002
0.091,-2.5663361512159995,0.00019631433540000001
0.091,-2.5855528036160003,0.0001958670204
0.091,-2.566848595279998,0.00019630240700000003
0.091,-2.5813251400879995,0.0001959654297
0.091,-2.610022007671999,0.00019529743930000003
0.091,-2.615915114407999,0.0001951602627
0.091,-2.5662080401999994,0.00019631731750000003
0.091,-2.595289240831999,0.00019564038080000003
0.108,-2.5732541460799983,0.00019615330200000003
0.108,-2.5902929112079995,0.00019575668270000002
0.108,-2.610150118687999,0.00019529445720000002
0.108,-2.6154026703439985,0.00019517219110000002
0.108,-2.5897804671439992,0.00019576861110000003
0.108,-2.6420497616719985,0.00019455191430000002
0.108,-2.592214576447999,0.00019571195120000003
0.108,-2.624754774511999,0.0001949544978
0.108,-2.604257011951999,0.0001954316338
0.108,-2.6275732168639987,0.00019488889160000002
0.108,-2.5708200367759986,0.00019620996190000003
0.108,-2.6270607727999984,0.00019490082000000002
0.108,-2.5949049077839987,0.00019564932710000002
0.108,-2.601566680615999,0.00019549425790000002
0.108,-2.621808221143999,0.00019502308610000002
0.108,-2.6114312288479997,0.00019526463620000002
0.118,-2.5884993569839985,0.00019579843210000003
0.118,-2.644740093008,0.00019448929020000002
0.118,-2.622064443175999,0.00019501712190000002
0.118,-2.6169400025359995,0.00019513640590000002
0.118,-2.620398999967998,0.00019505588920000003
0.118,-2.5697951486479997,0.00019623381870000002
0.118,-2.5890118010479988,0.00019578650370000002
0.118,-2.6106625627519993,0.0001952825288
0.118,-2.6351317668079997,0.0001947129477
0.118,-2.5872182468239995,0.00019582825310000002
0.118,-2.6184773347279986,0.00019510062070000002
0.118,-2.59695468404,0.00019560161350000001
0.118,-2.6493520895839993,0.00019438193460000002
0.118,-2.6124561169759986,0.00019524077940000003
0.118,-2.5988763492799993,0.00019555688200000002
0.118,-2.607587898367999,0.0001953540992
0.118,-2.613096672055999,0.0001952258689
0.118,-2.6346193227439993,0.00019472487610000002
0.118,-2.60271967976,0.000195467419
0.118,-2.660497747975999,0.00019412249190000003
0.118,-2.5973390170879984,0.00019559266720000002
0.118,-2.6114312288479997,0.00019526463620000002
0.118,-2.580172140943999,0.00019599226860000002
0.118,-2.5990044602959994,0.00019555389990000003
0.118,-2.6332101015679985,0.00019475767920000003
0.118,-2.641921650656,0.0001945548964
0.118,-2.6186054457440004,0.0001950976386
0.118,-2.588115023936,0.00019580737840000002
0.128,-2.610022007671999,0.00019529743930000003
0.128,-2.613352894087999,0.00019521990470000003
0.128,-2.6168118915199994,0.000195139388
0.128,-2.592727020511999,0.00019570002280000002
0.128,-2.5974671281039985,0.00019558968510000003
0.128,-2.6275732168639987,0.00019488889160000002
0.128,-2.5846560265039997,0.0001958878951
0.128,-2.6082284534479996,0.0001953391887
0.128,-2.6037445678879987,0.00019544356220000002
0.128,-2.6186054457440004,0.0001950976386
0.128,-2.604513233983999,0.00019542566960000003
0.128,-2.610534451735999,0.00019528551090000002
0.128,-2.575944477415998,0.00019609067790000002
0.128,-2.5663361512159995,0.00019631433540000001
0.128,-2.610150118687999,0.00019529445720000002
0.128,-2.5822219172,0.000195944555
0.128,-2.6169400025359995,0.00019513640590000002
0.128,-2.6306478812479988,0.00019481732120000002
0.128,-2.6238579974,0.0001949753725
0.138,-2.6455087591039987,0.00019447139760000003
0.138,-2.623729886383998,0.00019497835460000003
0.138,-2.619374111839999,0.00019507974600000002
0.138,-2.6005417924880003,0.0001955181147
0.138,-2.583503027359999,0.00019591473400000002
0.138,-2.597210906072,0.0001955956493
0.138,-2.5872182468239995,0.00019582825310000002
0.138,-2.6588323047679996,0.00019416125920000002
0.138,-2.6453806480879987,0.00019447437970000002
0.138,-2.596698462008,0.00019560757770000002
0.138,-2.642946538783999,0.00019453103960000002
0.138,-2.620398999967998,0.00019505588920000003
0.138,-2.5973390170879984,0.00019559266720000002
0.138,-2.5900366891759994,0.00019576264690000003
0.138,-2.6083565644639997,0.00019533620660000002
0.138,-2.641921650656,0.0001945548964
0.148,-2.586705802759999,0.00019584018150000003
0.148,-2.5732541460799983,0.00019615330200000003
0.148,-2.6032321238239984,0.00019545549060000003
0.148,-2.620655221999998,0.00019504992500000003
0.148,-2.663828634391999,0.00019404495730000003
0.148,-2.6047694560159993,0.00019541970540000003
0.148,-2.6209114440319983,0.00019504396080000002
0.148,-2.619374111839999,0.00019507974600000002
0.148,-2.6123280059599985,0.00019524376150000002
0.148,-2.635644210871998,0.00019470101930000003
0.148,-2.6052819000799996,0.00019540777700000002
0.148,-2.5929832425439994,0.00019569405860000002
0.148,-2.5988763492799993,0.00019555688200000002
0.148,-2.637181543063999,0.00019466523410000003
0.148,-2.650376977711998,0.00019435807780000003
0.158,-2.6198865559039994,0.0001950678176
0.158,-2.607459787351999,0.00019535708130000002
0.158,-2.572997924048,0.0001961592662
0.158,-2.628341882959999,0.00019487099900000003
0.158,-2.6136091161199992,0.00019521394050000003
0.158,-2.6410248735439996,0.00019457577110000001
0.158,-2.6157870033919988,0.00019516324480000003
0.158,-2.593495686607998,0.00019568213020000003
0.158,-2.5846560265039997,0.0001958878951
0.158,-2.6376939871279994,0.00019465330570000002
0.158,-2.6138653381519994,0.00019520797630000002
0.158,-2.566976706296,0.00019629942490000002
0.158,-2.5995169043599997,0.00019554197150000002
0.158,-2.5558310479039985,0.00019655886760000003
0.158,-2.6184773347279986,0.00019510062070000002
0.158,-2.6141215601839995,0.00019520201210000002
0.158,-2.5753039223359995,0.00019610558840000002
0.158,-2.578762919767998,0.00019602507170000003
0.168,-2.5696670376319997,0.0001962368008
0.168,-2.6246266634959987,0.00019495747990000003
0.168,-2.570307592712,0.0001962218903
0.168,-2.5876025798719997,0.00019581930680000003
0.168,-2.632313324455998,0.00019477855390000003
0.168,-2.5974671281039985,0.00019558968510000003
0.168,-2.574407145223999,0.00019612646310000002
0.168,-2.643330871831999,0.00019452209330000003
0.168,-2.6365409879839987,0.00019468014460000002
0.168,-2.586193358695999,0.0001958521099
0.168,-2.5841435824399994,0.00019589982350000002
0.168,-2.6082284534479996,0.0001953391887
