Timestamp (seconds),Torque [Pound-inches/Raw],,
0.371,2.13803108,2.556413166,2.556413166
0.371,1.867703715,2.527931129,2.527931129
0.371,3.05592146,2.513521622,2.513521622
0.371,2.666906515,2.519435126,2.519435126
0.371,1.678936785,2.49556938,2.49556938
0.371,2.238975165,2.541836662,2.541836662
0.371,0.55185209,2.548668653,2.548668653
0.381,0.87660278,2.603220208,2.603220208
0.381,4.059547215,2.63572808,2.63572808
0.381,3.57957822,2.638086921,2.638086921
0.381,1.605875335,2.646699226,2.646699226
0.381,2.52898439,2.665844308,2.665844308
0.381,5.27191997,2.673081865,2.673081865
0.381,2.612930505,2.598442304,2.598442304
0.381,2.573566785,2.584262419,2.584262419
0.381,1.43425548,2.640940212,2.640940212
0.381,2.40761292,2.66676818,2.66676818
0.381,1.81924459,2.691916229,2.691916229
0.381,3.19101059,2.734145747,2.734145747
0.381,1.90512907,2.679278089,2.679278089
0.381,3.10154759,2.798487537,2.798487537
0.381,1.868598345,2.739852907,2.739852907
0.381,4.514317465,2.72609648,2.72609648
0.381,1.2738185,2.670963415,2.670963415
0.381,2.622771435,2.654871424,2.654871424
0.381,2.28534682,2.642844615,2.642844615
0.391,2.49290098,2.653159699,2.653159699
0.391,3.301497395,2.658727279,2.658727279
0.391,2.943347185,2.619587217,2.619587217
0.391,1.7867397,2.626204497,2.626204497
0.391,0.130332255,2.682288851,2.682288851
0.391,2.903983465,2.698386227,2.698386227
0.391,4.638074615,2.658688512,2.658688512
0.392,3.297322455,2.701237115,2.701237115
0.392,3.2748076,2.638812815,2.638812815
0.392,4.023762015,2.602373956,2.602373956
0.392,2.74459022,2.578472425,2.578472425
0.392,2.860146595,2.525930805,2.525930805
0.392,1.610646695,2.502229074,2.502229074
0.392,0.36216156,2.509001423,2.509001423
0.392,3.036686915,2.566711602,2.566711602
0.392,0.640271355,2.547465128,2.547465128
0.392,2.45234442,2.571769243,2.571769243
0.402,2.73594213,2.549979039,2.549979039
0.402,2.53107186,2.520915492,2.520915492
0.402,2.33365684,2.559960127,2.559960127
0.402,5.527336835,2.536696765,2.536696765
0.402,3.17401262,2.470398718,2.470398718
0.402,2.061838425,2.466357972,2.466357972
0.402,3.22619937,2.444117471,2.444117471
0.402,0.713929225,2.464255592,2.464255592
0.402,1.147228355,2.457975289,2.457975289
0.402,3.351596675,2.437025457,2.437025457
0.402,1.4736192,2.448572149,2.448572149
0.402,3.99230086,2.472679445,2.472679445
0.402,2.58057472,2.414277999,2.414277999
0.402,3.279429855,2.403315799,2.403315799
0.402,2.501996385,2.399108056,2.399108056
0.402,4.17748927,2.359171773,2.359171773
0.412,4.01019346,2.309114242,2.309114242
0.412,2.563129435,2.253852947,2.253852947
0.412,2.890862225,2.292885654,2.292885654
0.412,1.539941955,2.319715608,2.319715608
0.412,1.90393623,2.302688396,2.302688396
0.412,5.407456415,2.344810559,2.344810559
0.412,2.725653885,2.293891201,2.293891201
0.412,3.665015385,2.307889178,2.307889178
0.412,3.930720495,2.289528389,2.289528389
0.412,0.447627695,2.285386252,2.285386252
0.412,7.865601445,2.278193427,2.278193427
0.412,0.16981611,2.184883518,2.184883518
0.412,1.18077698,2.240994711,2.240994711
0.412,1.757664225,2.240627913,2.240627913
0.412,0.46921895,2.250513574,2.250513574
0.412,2.02143097,2.343812134,2.343812134
0.412,2.801101015,2.420720493,2.420720493
0.412,2.771280015,2.376271714,2.376271714
0.412,1.34449427,2.365852256,2.365852256
0.422,3.27421118,2.406364085,2.406364085
0.422,4.590957435,2.363576914,2.363576914
0.422,0.935201045,2.283898184,2.283898184
0.422,0.919097705,2.351123664,2.351123664
0.422,6.765504755,2.382853208,2.382853208
0.422,0.17610749,2.303988592,2.303988592
0.422,1.452864635,2.302830957,2.302830957
0.422,2.82868544,2.282914091,2.282914091
0.422,0.117509225,2.270299808,2.270299808
0.422,1.675060055,2.335154519,2.335154519
0.422,1.94926415,2.31048957,2.31048957
0.422,3.24767049,2.373095777,2.373095777
0.422,2.074363245,2.36697949,2.36697949
0.422,1.855477105,2.372711086,2.372711086
0.422,1.362834185,2.371226,2.371226
0.422,1.2827648,2.408561892,2.408561892
0.439,4.483303625,2.435958445,2.435958445
0.44,1.170488735,2.421671204,2.421671204
0.44,2.212434475,2.408111595,2.408111595
0.44,2.971975345,2.438359036,2.438359036
0.44,0.949813335,2.422980346,2.422980346
0.44,4.233105435,2.428258663,2.428258663
0.44,0.399914095,2.400128514,2.400128514
0.44,0.09973676,2.449908709,2.449908709
0.44,3.928931235,2.563920935,2.563920935
0.44,2.67898402,2.524097972,2.524097972
0.44,1.07222854,2.50299365,2.50299365
0.44,2.03246474,2.509232204,2.509232204
0.44,3.0690427,2.52868146,2.52868146
0.44,0.505182225,2.508495625,2.508495625
0.44,1.67461274,2.561451757,2.561451757
0.44,1.247128705,2.559242021,2.559242021
0.44,4.51476478,2.558684368,2.558684368
0.45,4.23235991,2.514856444,2.514856444
0.45,0.688581375,2.456592174,2.456592174
0.45,4.010044355,2.456419213,2.456419213
0.45,2.86148854,2.44687351,2.44687351
0.45,3.425552755,2.450463959,2.450463959
0.45,2.7469759,2.454632935,2.454632935
0.45,3.72361365,2.40958235,2.40958235
0.45,0.087986435,2.412111171,2.412111171
0.45,3.200105995,2.447138917,2.447138917
0.45,2.97537579,2.480189532,2.480189532
0.45,1.162437065,2.480693507,2.480693507
0.45,2.2519473,2.512333588,2.512333588
0.45,5.13414695,2.547573063,2.547573063
0.45,5.86684892,2.480493706,2.480493706
0.45,0.57866202,2.434742328,2.434742328
0.45,2.250307145,2.467015193,2.467015193
0.45,3.370085695,2.493022087,2.493022087
0.45,1.13485264,2.526684032,2.526684032
0.45,0.60702094,2.522717839,2.522717839
0.45,4.29647506,2.551459319,2.551459319
0.45,2.505574905,2.535561744,2.535561744
0.45,2.822273925,2.541430517,2.541430517
0.45,0.11822578,2.552491126,2.552491126
0.45,0.45702131,2.600876277,2.600876277
0.45,2.19797129,2.657768781,2.657768781
0.45,3.360244765,2.687595745,2.687595745
0.45,0.4418126,2.649994447,2.649994447
0.45,5.07957452,2.71302113,2.71302113
0.45,2.941856135,2.648762839,2.648762839
0.46,2.360943055,2.63912171,2.63912171
0.46,1.781222815,2.609661544,2.609661544
0.46,3.229628785,2.595344482,2.595344482
0.46,2.652592435,2.583344512,2.583344512
0.46,3.76894157,2.55448673,2.55448673
0.46,0.4925083,2.547574222,2.547574222
0.46,3.72480649,2.577872358,2.577872358
0.46,2.20304086,2.538604065,2.538604065
0.46,1.213729185,2.543739241,2.543739241
0.46,2.82659797,2.548790919,2.548790919
0.46,2.88892386,2.522837703,2.522837703
0.46,5.80034809,2.521618024,2.521618024
0.46,1.937783065,2.490467007,2.490467007
0.46,1.623767935,2.465312994,2.465312994
0.46,1.3841562,2.471396478,2.471396478
0.46,3.00492755,2.543545405,2.543545405
0.46,2.059750955,2.49859323,2.49859323
0.46,3.152988815,2.498560426,2.498560426
0.46,1.564125935,2.479272204,2.479272204
0.47,1.21924607,2.505964981,2.505964981
0.47,2.323368595,2.52108721,2.52108721
0.47,1.31914642,2.548495691,2.548495691
0.47,0.679933285,2.642422895,2.642422895
0.47,3.53275925,2.678530161,2.678530161
0.47,3.04101096,2.644140584,2.644140584
0.47,3.634001545,2.644906984,2.644906984
0.47,0.494446665,2.650933808,2.650933808
0.47,3.85005469,2.685484419,2.685484419
0.47,1.839373765,2.665763791,2.665763791
0.47,4.85263671,2.749853047,2.749853047
0.47,3.000574535,2.715475398,2.715475398
0.47,2.744441115,2.672715066,2.672715066
0.47,4.013921085,2.645422887,2.645422887
0.47,1.78017908,2.595887224,2.595887224
0.48,3.57928001,2.626892118,2.626892118
0.48,2.1923053,2.616502481,2.616502481
0.48,3.55065185,2.663047098,2.663047098
0.48,5.053182935,2.621437857,2.621437857
0.48,0.93654299,2.577305759,2.577305759
0.48,2.04409493,2.598234137,2.598234137
0.48,3.501596305,2.619183389,2.619183389
0.48,2.799013545,2.637651535,2.637651535
0.48,3.37530437,2.640523297,2.640523297
0.48,2.537483375,2.669285651,2.669285651
0.48,3.3016465,2.733439569,2.733439569
0.48,3.6893195,2.696831309,2.696831309
0.48,1.48017982,2.623617193,2.623617193
0.48,3.593146775,2.63534281,2.63534281
0.48,1.86665998,2.589946302,2.589946302
0.48,2.45979967,2.665399396,2.665399396
0.48,0.88793476,2.663362621,2.663362621
0.495,1.06536971,2.778978638,2.778978638
0.495,2.629630265,2.805698254,2.805698254
0.495,1.20970335,2.76698165,2.76698165
0.495,3.42331618,2.78491542,2.78491542
0.495,2.0074151,2.727760492,2.727760492
0.495,1.76139185,2.690498573,2.690498573
0.495,2.45979967,2.724273837,2.724273837
0.495,1.466313055,2.703357388,2.703357388
0.495,1.528937155,2.730246984,2.730246984
0.495,2.827939915,2.796780617,2.796780617
0.495,4.24279726,2.840862019,2.840862019
0.495,0.68008239,2.816080768,2.816080768
0.496,1.927942135,2.963447204,2.963447204
0.496,4.99160257,2.963966089,2.963966089
0.496,0.75731878,2.93989756,2.93989756
0.497,2.0581108,2.980263265,2.980263265
0.497,2.188577675,2.990303996,2.990303996
0.507,2.89876479,3.000702579,3.000702579
0.508,1.975357525,3.002414304,3.002414304
0.508,3.69379265,3.025767129,3.025767129
0.508,6.015506605,3.02203354,3.02203354
0.508,2.485296625,2.965689743,2.965689743
0.508,1.81328039,3.008909318,3.008909318
0.508,3.079330945,3.063958884,3.063958884
0.508,3.93534275,3.109420999,3.109420999
0.508,2.221977195,3.139686331,3.139686331
0.508,2.864023325,3.13220126,3.13220126
0.508,6.043836555,3.085036367,3.085036367
0.508,3.13375427,3.055367454,3.055367454
0.508,0.86255794,2.996521095,2.996521095
0.508,1.379832155,3.037096127,3.037096127
0.508,1.53713793,3.105463752,3.105463752
0.508,3.330423765,3.130456732,3.130456732
0.508,3.05979819,3.108389192,3.108389192
0.508,4.51953614,3.097340511,3.097340511
0.508,1.470189785,3.050473828,3.050473828
0.508,2.84657804,3.080748107,3.080748107
0.508,1.98296188,3.044118973,3.044118973
0.508,3.091557555,3.048592123,3.048592123
0.508,4.42500357,3.054308808,3.054308808
0.508,2.94260166,3.020834736,3.020834736
0.508,4.813422095,3.064173595,3.064173595
0.508,5.74517924,3.099741102,3.099741102
0.518,1.47123352,3.041810827,3.041810827
0.518,0.028613675,3.133570044,3.133570044
0.518,2.06646068,3.216258293,3.216258293
0.518,1.32332136,3.217606202,3.217606202
0.518,5.63931469,3.207932269,3.207932269
0.518,2.357960955,3.122393134,3.122393134
0.518,6.66873561,3.154185302,3.154185302
0.518,2.40135051,3.071766022,3.071766022
0.518,0.69380005,3.095267952,3.095267952
0.518,2.10639185,3.138398064,3.138398064
0.518,0.56556975,3.145329044,3.145329044
0.518,0.144319155,3.190979031,3.190979031
0.518,3.45015508,3.278158322,3.278158322
0.518,1.4139772,3.255551022,3.255551022
0.518,2.81079284,3.311122455,3.311122455
0.518,4.85561881,3.287053926,3.287053926
0.518,5.032010025,3.199884161,3.199884161
0.518,3.00373471,3.123417153,3.123417153
0.518,8.048404175,3.098850613,3.098850613
0.518,1.953886405,2.944168506,2.944168506
0.528,3.788176115,2.944252005,2.944252005
0.528,2.77560406,2.88822431,2.88822431
0.528,2.560147335,2.90056424,2.90056424
0.528,2.70850681,2.889640808,2.889640808
0.528,2.98435106,2.857046455,2.857046455
0.528,3.14299878,2.848246278,2.848246278
0.528,3.50711319,2.883306828,2.883306828
0.528,3.198316735,2.84450076,2.84450076
0.528,4.64627539,2.827953087,2.827953087
0.528,4.56575869,2.745656074,2.745656074
0.528,5.35243667,2.730656111,2.730656111
0.528,5.448609395,2.711552778,2.711552778
0.528,1.847723645,2.667167202,2.667167202
0.528,0.505778645,2.68650612,2.68650612
0.528,4.56039091,2.721277406,2.721277406
0.528,0.191436335,2.708508054,2.708508054
0.528,2.89130954,2.724053741,2.724053741
0.538,4.798213385,2.710407652,2.710407652
0.538,2.786786935,2.733387714,2.733387714
0.538,2.227046765,2.78146513,2.78146513
0.538,2.507364165,2.808253335,2.808253335
0.538,2.17620196,2.777734523,2.777734523
0.538,2.983903745,2.823658863,2.823658863
0.538,1.015121325,2.849895379,2.849895379
0.538,2.20661938,2.886279981,2.886279981
0.538,3.37739184,2.911371371,2.911371371
0.538,2.751299945,2.891629869,2.891629869
0.538,5.109544625,2.872240254,2.872240254
0.538,6.59179743,2.853291991,2.853291991
0.538,2.84866551,2.765457218,2.765457218
0.538,6.05919437,2.715322152,2.715322152
0.538,4.163026085,2.666320285,2.666320285
0.538,2.13385614,2.629837274,2.629837274
0.538,0.83962474,2.622528147,2.622528147
0.552,1.3623579,2.629923755,2.629923755
0.553,3.94756936,2.68801266,2.68801266
0.553,2.54777162,2.695736299,2.695736299
0.553,3.576447015,2.655922282,2.655922282
0.553,2.850305665,2.643194679,2.643194679
0.553,2.45294084,2.648965043,2.648965043
0.553,2.84806909,2.686142883,2.686142883
0.553,4.503283695,2.687296956,2.687296956
0.553,2.319790075,2.599217071,2.599217071
0.553,4.192548875,2.62869513,2.62869513
0.553,1.607366385,2.549747014,2.549747014
0.553,0.497130555,2.566509398,2.566509398
0.553,1.208659615,2.628337278,2.628337278
0.553,1.77540772,2.67510257,2.67510257
0.553,0.314298855,2.689613468,2.689613468
0.553,1.958061345,2.694915642,2.694915642
0.553,0.986791375,2.712984186,2.712984186
0.568,3.39260055,2.751617292,2.751617292
0.568,2.01397572,2.750504968,2.750504968
0.568,1.07878916,2.725219742,2.725219742
0.568,2.544342205,2.764186843,2.764186843
0.568,4.896026265,2.759964189,2.759964189
0.568,1.566809825,2.702153199,2.702153199
0.568,2.37093309,2.737195856,2.737195856
0.568,0.531424705,2.751053675,2.751053675
0.568,3.81576054,2.796811017,2.796811017
0.568,4.39727004,2.77656554,2.77656554
0.568,3.229330575,2.700608471,2.700608471
0.568,2.81466957,2.643826305,2.643826305
0.568,2.244342945,2.664393849,2.664393849
0.568,3.9219233,2.697021005,2.697021005
0.568,0.9687207,2.7030359,2.7030359
0.568,2.20900506,2.711788943,2.711788943
0.568,5.947216515,2.690082237,2.690082237
0.568,5.190657745,2.624902478,2.624902478
0.568,3.56645698,2.596784257,2.596784257
0.568,0.981423595,2.599590413,2.599590413
0.568,4.47241896,2.620241455,2.620241455
0.568,4.295729535,2.621768291,2.621768291
0.568,2.83435143,2.584116296,2.584116296
0.568,3.46118885,2.562403047,2.562403047
0.578,2.39031674,2.545655573,2.545655573
0.578,1.781819235,2.572783737,2.572783737
0.578,4.162131455,2.563360301,2.563360301
0.578,2.20005876,2.534165542,2.534165542
0.578,0.34191225,2.559143611,2.559143611
0.578,3.60910101,2.588633598,2.588633598
0.578,2.338875515,2.570162471,2.570162471
0.588,1.768399785,2.525331982,2.525331982
0.588,1.20940514,2.536479072,2.536479072
0.588,4.266803165,2.545932329,2.545932329
0.588,4.33375131,2.533532757,2.533532757
0.588,0.557070765,2.481554754,2.481554754
0.588,2.940066875,2.53731406,2.53731406
0.588,3.13882384,2.555609243,2.555609243
0.588,4.311832875,2.49353385,2.49353385
0.588,2.905772725,2.419625483,2.419625483
0.588,0.099289445,2.451829181,2.451829181
0.588,3.793693,2.484436042,2.484436042
0.588,0.245143105,2.439149292,2.439149292
0.588,2.44548559,2.48061241,2.48061241
0.588,3.58852452,2.491747572,2.491747572
0.588,3.546924225,2.501755499,2.501755499
0.588,2.50095265,2.492940412,2.492940412
0.588,0.579407545,2.467580633,2.467580633
0.588,2.86148854,2.53738621,2.53738621
0.588,2.91844665,2.553280803,2.553280803
0.588,3.336984385,2.579219108,2.579219108
0.588,0.749714425,2.537758972,2.537758972
0.588,3.027144195,2.592057049,2.592057049
0.598,2.333209525,2.58237417,2.58237417
0.598,2.005476735,2.601417861,2.601417861
0.598,3.31894268,2.607393989,2.607393989
0.598,3.063824025,2.574125682,2.574125682
0.598,2.819291825,2.594901972,2.594901972
0.598,2.803486695,2.574614746,2.574614746
0.598,0.599416585,2.579588889,2.579588889
0.598,0.39022227,2.612075886,2.612075886
0.598,3.843046755,2.682709907,2.682709907
0.598,3.87570075,2.629130516,2.629130516
0.598,4.222668085,2.576875178,2.576875178
0.598,1.406372845,2.565498466,2.565498466
0.598,1.123669765,2.591919872,2.591919872
0.598,2.68822853,2.66448033,2.66448033
0.598,3.7847467,2.655355104,2.655355104
0.598,3.706764785,2.642684161,2.642684161
0.598,2.01397572,2.637376023,2.637376023
0.598,4.54876072,2.64719906,2.64719906
0.598,2.413129805,2.622373078,2.622373078
0.598,1.748688955,2.661686102,2.661686102
0.598,2.62381517,2.717741215,2.717741215
0.598,3.746724925,2.702699503,2.702699503
0.598,1.310647435,2.639636454,2.639636454
0.598,2.702393505,2.677732782,2.677732782
0.598,3.44896224,2.69008464,2.69008464
0.598,1.816411595,2.711218783,2.711218783
0.598,2.68554464,2.741639185,2.741639185
0.598,0.09735108,2.773079465,2.773079465
0.598,2.325754275,2.849049042,2.849049042
0.598,1.68206799,2.848169323,2.848169323
0.598,3.646824575,2.94275557,2.94275557
0.598,1.73485116,2.977580534,2.977580534
0.598,3.345036055,2.965115356,2.965115356
0.598,3.85482605,2.908580704,2.908580704
0.598,0.03505416,2.917595593,2.917595593
0.598,0.616414555,2.998064579,2.998064579
0.598,4.51595762,3.047090303,3.047090303
0.608,1.729632485,2.986479121,2.986479121
0.608,1.5293555,2.980318102,2.980318102
0.608,2.318299025,3.002216242,3.002216242
0.608,3.00224366,2.970116917,2.970116917
0.608,4.0889209,3.009913042,3.009913042
0.608,3.106169845,2.973107964,2.973107964
0.608,1.23296373,2.962733238,2.962733238
0.608,4.069686355,2.954198468,2.954198468
0.608,3.65621819,2.95624717,2.95624717
0.608,4.21536194,2.915258206,2.915258206
0.608,1.26397757,2.861750385,2.861750385
0.608,3.464618265,2.883984923,2.883984923
0.608,2.54300026,2.854375073,2.854375073
0.608,3.285394055,2.871751769,2.871751769
0.608,2.304283155,2.864854172,2.864854172
0.608,1.6555273,2.867767684,2.867767684
0.608,4.10263856,2.857458564,2.857458564
0.608,1.80493051,2.819755874,2.819755874
0.618,3.052193835,2.798114774,2.798114774
0.618,2.223766455,2.817253892,2.817253892
0.618,3.9219233,2.843075896,2.843075896
0.618,1.16407722,2.795162495,2.795162495
0.618,1.262933835,2.80653026,2.80653026
0.618,3.65383251,2.836476509,2.836476509
0.618,2.727443145,2.790570061,2.790570061
0.618,4.751692625,2.739092472,2.739092472
0.618,2.23196723,2.688402736,2.688402736
0.636,3.151199555,2.73957259,2.73957259
0.636,3.441357885,2.691265552,2.691265552
0.636,2.50512759,2.655056894,2.655056894
0.636,3.307461595,2.665023072,2.665023072
0.636,4.37878102,2.66742068,2.66742068
0.636,4.55144461,2.598829398,2.598829398
0.636,1.87172955,2.54903131,2.54903131
0.636,0.59357252,2.617592771,2.617592771
0.636,3.21546381,2.689939097,2.689939097
0.636,3.319986415,2.708344618,2.708344618
0.636,4.505669375,2.747732195,2.747732195
0.636,3.3374317,2.753034368,2.753034368
0.636,4.257558655,2.731870405,2.731870405
0.636,3.895829925,2.728566238,2.728566238
0.636,2.2817683,2.723720325,2.723720325
0.636,6.41138038,2.739859451,2.739859451
0.636,5.388072765,2.632983969,2.632983969
0.649,1.11159226,2.570088498,2.570088498
0.649,0.518303465,2.590784272,2.590784272
0.649,4.305570465,2.641688719,2.641688719
0.649,4.05850348,2.583200791,2.583200791
0.649,3.067700755,2.572274377,2.572274377
0.649,1.485398495,2.606270317,2.606270317
0.649,1.421581555,2.677515668,2.677515668
0.649,2.624262485,2.661069387,2.661069387
0.649,0.713332805,2.693103105,2.693103105
0.649,4.992049885,2.724057303,2.724057303
0.649,2.24866699,2.661606165,2.661606165
0.649,2.58743355,2.634940226,2.634940226
0.649,0.80622522,2.664486873,2.664486873
0.649,4.17212149,2.701500698,2.701500698
0.649,1.606769965,2.64812409,2.64812409
0.649,1.539970925,2.685173701,2.685173701
0.649,2.37570445,2.747887264,2.747887264
0.649,1.98412575,2.753368364,2.753368364
0.649,3.411835095,2.805648138,2.805648138
0.649,2.94051419,2.78393845,2.78393845
0.649,2.44995874,2.819330013,2.819330013
0.649,1.140071315,2.819422458,2.819422458
0.649,2.217504045,2.950127901,2.950127901
0.649,0.722875525,2.966365436,2.966365436
0.649,4.009149725,3.036304627,3.036304627
0.649,3.51486665,3.020529318,3.020529318
0.649,1.526253265,3.014401102,3.014401102
0.649,1.73246548,3.087194163,3.087194163
0.659,2.760246245,3.165155204,3.165155204
0.659,1.35851014,3.181201884,3.181201884
0.659,0.153563665,3.218934395,3.218934395
0.659,2.217205835,3.255674446,3.255674446
0.659,4.790459925,3.250968693,3.250968693
0.659,0.73584766,3.188872424,3.188872424
0.659,1.630924975,3.244938886,3.244938886
0.659,3.0034365,3.278496458,3.278496458
0.66,3.427342015,3.251726146,3.251726146
0.66,0.949216915,3.208002596,3.208002596
0.66,2.061540215,3.280515339,3.280515339
0.66,5.299802605,3.300912903,3.300912903
0.66,4.21088879,3.273981558,3.273981558
0.66,4.13573987,3.255853372,3.255853372
0.66,5.289365255,3.228334554,3.228334554
0.66,4.770778065,3.144030587,3.144030587
0.66,2.279233515,3.102776215,3.102776215
0.66,4.092350315,3.143747287,3.143747287
0.66,3.6535343,3.128302991,3.128302991
0.66,3.08872456,3.117734429,3.117734429
0.66,1.067606285,3.08906394,3.08906394
0.66,2.24329921,3.101409834,3.101409834
0.66,2.14638096,3.070228996,3.070228996
0.67,3.063525815,3.097637478,3.097637478
0.67,1.3811741,3.096000305,3.096000305
0.67,3.51218276,3.17280429,3.17280429
0.67,4.767497755,3.220177931,3.220177931
0.67,5.04766605,3.16449616,3.16449616
0.67,0.59926748,3.098696123,3.098696123
0.67,4.225948395,3.135417702,3.135417702
0.67,2.261042705,3.083219024,3.083219024
0.67,1.869492975,3.043446756,3.043446756
0.67,0.91537008,3.115983357,3.115983357
0.67,4.06476589,3.224239551,3.224239551
0.67,2.65691648,3.178085589,3.178085589
0.67,1.503291095,3.189292321,3.189292321
0.67,3.459250485,3.257704677,3.257704677
0.67,4.675649075,3.245457192,3.245457192
0.67,2.64975944,3.245871704,3.245871704
0.67,4.598114475,3.279497864,3.279497864
0.69,2.326350695,3.24752677,3.24752677
0.69,4.71009233,3.280654919,3.280654919
0.69,2.454580995,3.272826906,3.272826906
0.69,7.675343465,3.269105245,3.269105245
0.69,3.02938077,3.140570771,3.140570771
0.69,4.21983509,3.13975964,3.13975964
0.69,3.220384275,3.145753661,3.145753661
0.69,3.208455875,3.185806246,3.185806246
0.69,5.165906315,3.239555617,3.239555617
0.69,5.630517495,3.173934506,3.173934506
0.69,3.56258025,3.09651919,3.09651919
0.7,3.245135705,3.055014322,3.055014322
0.7,1.990566235,3.077982456,3.077982456
0.7,1.981918145,3.158427586,3.158427586
0.7,1.68564651,3.162507099,3.162507099
0.7,3.539170765,3.157118444,3.157118444
0.7,3.30880354,3.08745957,3.08745957
0.7,1.664920915,3.073470539,3.073470539
0.7,1.241164505,3.090999323,3.090999323
0.7,4.574854095,3.146716879,3.146716879
0.7,3.081418415,3.084748841,3.084748841
0.7,3.95323535,3.065806542,3.065806542
0.7,3.304479495,3.038433846,3.038433846
0.7,2.75979893,3.049196245,3.049196245
0.7,1.074166905,3.032463682,3.032463682
0.7,2.708059495,3.193765471,3.193765471
0.7,4.32778711,3.246572498,3.246572498
0.7,3.32013552,3.252238488,3.252238488
0.718,3.12510618,3.279444186,3.279444186
0.719,1.65520012,3.314102152,3.314102152
0.719,1.684900985,3.399945462,3.399945462
0.719,0.68425733,3.388273523,3.388273523
0.719,3.516805015,3.479743476,3.479743476
0.719,2.98166717,3.434266451,3.434266451
0.719,5.221373375,3.44889067,3.44889067
0.719,5.88086479,3.378763606,3.378763606
0.719,1.983409195,3.304867168,3.304867168
0.719,1.757664225,3.30410375,3.30410375
0.719,2.43534645,3.325685208,3.325685208
0.719,1.616014475,3.315689209,3.315689209
0.719,0.27242932,3.380922646,3.380922646
0.719,5.496322995,3.450733607,3.450733607
0.719,6.32817979,3.441360867,3.441360867
0.719,1.757067805,3.329666312,3.329666312
0.719,3.21725307,3.364610559,3.364610559
0.719,4.9239089,3.339865094,3.339865094
0.719,2.84687625,3.289446729,3.289446729
0.719,4.69637467,3.322172294,3.322172294
0.719,4.33106742,3.23692002,3.23692002
0.719,2.99955977,3.234155613,3.234155613
0.719,3.98275814,3.21654333,3.21654333
0.719,4.318691705,3.19667658,3.19667658
0.719,2.268497955,3.153689609,3.153689609
0.719,1.248619755,3.162063345,3.162063345
0.719,2.98882421,3.167958957,3.167958957
0.719,4.51953614,3.242633723,3.242633723
0.719,5.22301353,3.201990682,3.201990682
0.719,5.895924395,3.170750203,3.170750203
0.719,1.88485079,3.117143973,3.117143973
0.719,1.759751695,3.149863574,3.149863574
0.719,1.48733686,3.133315322,3.133315322
0.719,4.393542415,3.15121985,3.15121985
0.719,6.012822715,3.117441604,3.117441604
0.719,2.185893785,3.069182279,3.069182279
0.719,1.416213775,3.052706177,3.052706177
0.719,0.05622707,3.149391823,3.149391823
0.719,2.609351985,3.200165058,3.200165058
0.719,2.541360105,3.24710033,3.24710033
0.729,4.027042325,3.271309017,3.271309017
0.729,1.476452195,3.201838016,3.201838016
0.729,2.134303455,3.236328984,3.236328984
0.729,2.584600555,3.251782227,3.251782227
0.729,3.84259944,3.240736528,3.240736528
0.729,1.923170775,3.192020943,3.192020943
0.729,9.139256355,3.260251391,3.260251391
0.729,5.348410835,3.188105445,3.188105445
0.729,4.61108661,3.130029048,3.130029048
0.729,4.680420435,3.08949038,3.08949038
0.729,4.85800449,3.08794267,3.08794267
0.729,5.94736562,3.055658456,3.055658456
0.729,1.101304015,2.989205339,2.989205339
0.729,5.257754995,3.054268797,3.054268797
0.729,1.242953765,2.999493584,2.999493584
0.729,3.71287809,3.001464753,3.001464753
0.729,1.715020195,3.001625786,3.001625786
0.729,2.18604289,3.086072894,3.086072894
0.729,1.945238315,3.11309072,3.11309072
0.729,2.83673711,3.141945519,3.141945519
0.729,1.93554649,3.135536986,3.135536986
0.729,4.87768635,3.171152207,3.171152207
0.729,3.76297737,3.142097606,3.142097606
0.729,5.02768598,3.124619518,3.124619518
0.729,0.743452015,3.059567989,3.059567989
0.729,3.504280195,3.114161294,3.114161294
0.729,1.97997978,3.107594709,3.107594709
0.729,2.402990665,3.169342072,3.169342072
0.729,4.48315452,3.181872856,3.181872856
0.729,0.43376093,3.102623549,3.102623549
0.729,4.192847085,3.188606438,3.188606438
0.729,2.11894564,3.201852926,3.201852926
0.729,2.98942063,3.202998053,3.202998053
0.729,2.16934313,3.219169981,3.219169981
0.729,2.687184795,3.24275541,3.24275541
0.729,1.54340034,3.203385726,3.203385726
0.729,6.722562515,3.280723507,3.280723507
0.749,2.487384095,3.275245389,3.275245389
0.749,3.66098955,3.29082388,3.29082388
0.749,3.215612915,3.320307902,3.320307902
0.749,3.52083085,3.316204533,3.316204533
0.749,0.93233908,3.319144883,3.319144883
0.749,2.38256328,3.324146445,3.324146445
0.749,2.70463008,3.313038122,3.313038122
0.749,3.5998565,3.33670705,3.33670705
0.749,1.36208866,3.336999296,3.336999296
0.749,6.250496085,3.427464281,3.427464281
0.749,2.5948888,3.381572744,3.381572744
0.749,4.95611558,3.425338044,3.425338044
0.749,3.751794495,3.422624333,3.422624333
0.759,0.553492245,3.403270504,3.403270504
0.759,3.201000625,3.452194836,3.452194836
0.759,2.906965565,3.447381727,3.447381727
0.759,2.032315635,3.489897527,3.489897527
0.759,1.40682016,3.503254353,3.503254353
0.759,5.334693175,3.50467085,3.50467085
0.759,5.53195909,3.460580502,3.460580502
0.759,2.44459096,3.393748659,3.393748659
0.759,2.58415324,3.391980273,3.391980273
0.759,4.60303494,3.406592563,3.406592563
